Word_Frequency,Link_Count,Capital_Ratio,Exclamation_Count,Email_Length,Attachment_Count,Unknown_Sender,Email_Type
61,0,0.663,6,241,1,1,Not Spam
13,19,0.766,4,485,4,1,Spam
11,1,0.454,9,91,2,0,Not Spam
54,3,0.63,12,907,4,1,Spam
16,20,0.54,12,493,3,1,Spam
8,0,0.052,6,699,1,1,Not Spam
59,6,0.743,15,717,2,1,Spam
57,0,0.172,11,674,0,0,Not Spam
40,8,0.032,8,38,1,1,Not Spam
59,2,0.451,7,541,4,0,Not Spam
2,11,0.866,5,803,2,0,Not Spam
94,18,0.151,1,702,1,1,Spam
94,14,0.013,7,434,0,0,Not Spam
76,15,0.11,11,383,0,0,Not Spam
10,9,0.364,13,547,5,0,Spam
44,5,0.58,3,99,4,1,Not Spam
11,16,0.193,7,815,3,0,Not Spam
79,20,0.802,14,209,4,0,Spam
80,16,0.753,6,167,2,1,Not Spam
81,20,0.696,3,694,4,0,Spam
90,18,0.487,7,462,2,1,Spam
2,17,0.365,10,284,5,1,Spam
50,10,0.376,10,891,5,1,Spam
12,6,0.503,11,669,5,1,Spam
90,9,0.077,10,528,3,1,Spam
23,6,0.682,1,320,5,0,Not Spam
18,4,0.352,8,485,4,1,Not Spam
62,11,0.225,5,384,0,0,Not Spam
96,15,0.278,6,418,2,0,Spam
62,20,0.18,9,512,2,1,Spam
38,17,0.902,0,561,0,0,Spam
67,2,0.169,2,835,4,0,Not Spam
38,19,0.883,13,499,3,1,Spam
67,14,0.572,9,187,1,1,Spam
94,4,0.867,4,622,4,1,Spam
61,12,0.474,14,110,5,0,Spam
1,18,0.928,11,742,4,0,Spam
94,11,0.211,6,861,2,0,Spam
45,20,0.555,0,319,2,0,Not Spam
96,4,0.126,8,193,3,1,Spam
28,5,0.447,4,665,5,0,Not Spam
21,6,0.57,12,392,3,0,Not Spam
13,9,0.606,11,43,3,1,Not Spam
27,15,0.366,2,220,0,0,Not Spam
100,7,0.076,6,750,1,1,Spam
7,8,0.655,9,26,1,0,Not Spam
22,3,0.488,15,25,5,1,Spam
74,20,0.137,7,649,3,0,Spam
53,20,0.936,9,180,2,1,Spam
79,7,0.956,9,616,1,0,Not Spam
79,6,0.857,2,897,4,0,Spam
4,14,0.844,6,267,0,1,Not Spam
96,20,0.099,6,185,2,1,Spam
23,2,0.993,15,447,0,1,Spam
70,16,0.4,3,164,4,0,Not Spam
88,10,0.163,9,530,1,1,Spam
84,8,0.812,8,562,0,1,Not Spam
84,4,0.226,0,952,5,0,Spam
76,9,0.526,0,528,0,1,Not Spam
33,14,0.128,4,926,0,1,Not Spam
28,13,0.475,12,239,4,1,Spam
8,3,0.558,2,664,2,0,Not Spam
1,20,0.446,9,595,2,0,Not Spam
37,19,0.069,12,95,4,0,Spam
63,1,0.485,8,662,0,1,Spam
22,11,0.469,4,843,0,0,Not Spam
70,0,0.262,6,338,3,0,Not Spam
21,19,0.922,0,892,5,0,Not Spam
96,4,0.418,1,57,1,1,Not Spam
35,5,0.864,14,585,1,0,Not Spam
79,10,0.11,10,661,2,0,Spam
5,7,0.319,11,749,4,0,Not Spam
60,6,0.176,3,533,0,0,Not Spam
46,3,0.408,14,265,5,1,Spam
50,5,0.112,8,159,1,0,Not Spam
48,15,0.441,4,827,4,0,Spam
6,19,0.354,4,277,4,0,Not Spam
89,14,0.223,8,636,0,1,Spam
56,13,0.642,7,400,5,1,Spam
59,11,0.951,1,867,4,0,Spam
29,11,0.207,6,497,1,1,Not Spam
71,15,0.712,0,204,3,0,Spam
77,14,0.742,15,322,1,1,Spam
18,12,0.498,9,513,5,1,Spam
2,10,0.898,10,775,3,0,Not Spam
8,16,0.966,10,183,4,1,Spam
75,20,0.362,14,663,1,1,Spam
97,14,0.651,8,222,0,0,Spam
54,13,0.662,2,427,5,0,Spam
38,9,0.404,12,229,4,1,Not Spam
48,11,0.317,1,878,0,1,Not Spam
27,15,0.934,3,120,3,1,Spam
20,14,0.79,15,465,2,1,Spam
12,9,0.114,3,917,2,0,Not Spam
43,3,0.12,2,802,3,1,Not Spam
61,8,0.923,15,990,2,0,Spam
31,20,0.081,1,580,5,0,Not Spam
91,19,0.688,4,387,4,0,Spam
96,8,0.227,3,258,4,1,Spam
61,20,0.035,4,746,5,1,Not Spam
74,19,0.06,12,310,1,0,Not Spam
67,10,0.374,11,391,4,0,Spam
91,10,0.078,11,881,2,0,Spam
35,6,0.597,7,450,5,0,Not Spam
95,20,0.647,10,299,0,0,Spam
15,9,0.373,15,486,1,1,Spam
16,3,0.743,14,335,0,1,Spam
13,4,0.49,1,96,2,1,Not Spam
35,4,0.43,8,835,0,1,Not Spam
75,10,0.407,9,170,2,0,Spam
59,8,0.431,15,415,4,0,Spam
21,15,0.968,0,515,1,1,Not Spam
54,8,0.681,7,316,3,0,Not Spam
75,3,0.315,11,688,2,0,Spam
30,1,0.734,4,729,5,0,Not Spam
48,13,0.33,1,966,5,1,Not Spam
35,2,0.126,7,915,4,1,Not Spam
86,17,0.475,4,426,5,1,Spam
38,20,0.751,9,306,0,1,Spam
31,5,0.378,14,512,4,1,Spam
78,10,0.869,13,936,5,1,Spam
24,20,0.387,9,555,0,0,Spam
49,17,0.35,12,475,0,1,Spam
96,11,0.998,13,511,0,0,Spam
100,4,0.482,2,28,5,1,Spam
32,8,0.805,6,937,0,1,Not Spam
55,19,0.805,3,151,1,0,Spam
79,17,0.926,10,96,5,1,Spam
58,18,0.085,15,757,0,0,Not Spam
99,2,0.271,10,150,1,1,Not Spam
3,8,0.768,9,907,3,0,Not Spam
80,3,0.563,11,431,1,1,Spam
69,16,0.56,14,109,5,0,Spam
85,16,0.166,5,517,5,1,Spam
10,1,0.281,9,648,0,0,Not Spam
83,8,0.521,7,641,5,1,Spam
25,8,0.277,0,908,3,1,Not Spam
68,4,0.21,1,373,4,1,Not Spam
61,14,0.088,13,290,1,1,Spam
29,14,0.156,12,411,4,1,Spam
19,2,0.769,7,451,3,1,Not Spam
43,18,0.719,14,758,1,0,Not Spam
66,2,0.046,6,491,0,0,Not Spam
74,5,0.203,9,775,1,0,Not Spam
61,3,0.56,8,327,0,0,Not Spam
43,12,0.323,1,527,2,0,Not Spam
25,12,0.823,7,74,1,0,Not Spam
20,10,0.785,5,56,1,1,Not Spam
48,4,0.892,14,919,4,1,Spam
83,0,0.563,0,74,4,1,Not Spam
87,8,0.352,3,543,3,0,Spam
24,16,0.606,13,934,0,1,Spam
11,0,0.089,14,482,5,0,Not Spam
98,2,0.01,1,716,4,0,Not Spam
55,14,0.017,6,497,3,0,Not Spam
28,20,0.408,8,768,0,1,Spam
69,9,0.228,15,824,0,1,Spam
63,7,0.157,5,735,0,0,Not Spam
59,11,0.615,3,230,2,1,Spam
5,14,0.995,4,245,0,1,Not Spam
51,8,0.178,10,26,3,0,Not Spam
21,9,0.546,0,751,0,1,Not Spam
12,19,0.12,12,842,5,1,Spam
50,8,0.934,3,559,5,0,Not Spam
4,14,0.292,12,824,0,0,Not Spam
42,20,0.878,9,231,3,1,Spam
84,20,0.283,2,208,1,1,Spam
38,0,0.806,8,94,0,1,Not Spam
25,1,0.209,5,773,3,0,Not Spam
14,18,0.293,14,133,4,0,Not Spam
75,13,0.192,3,698,3,0,Not Spam
32,7,0.264,2,637,2,1,Not Spam
11,5,0.835,11,170,4,1,Not Spam
61,11,0.639,14,455,5,0,Spam
18,14,0.406,12,897,5,0,Spam
27,13,0.972,3,103,1,0,Not Spam
55,20,0.465,7,231,1,1,Spam
54,0,0.97,11,798,3,1,Spam
82,10,0.197,4,853,3,1,Spam
87,2,0.905,12,800,0,1,Spam
75,18,0.014,14,480,0,0,Spam
21,17,0.545,10,956,5,1,Spam
44,19,0.423,0,196,2,1,Spam
5,1,0.525,4,802,0,0,Not Spam
87,6,0.553,7,331,5,0,Spam
41,7,0.389,10,713,3,0,Not Spam
59,18,0.998,14,178,3,1,Spam
89,14,0.977,11,720,0,0,Spam
54,9,0.962,15,205,2,1,Spam
74,0,0.979,3,490,5,0,Not Spam
22,5,0.793,13,975,3,1,Spam
83,12,0.989,1,328,5,1,Spam
65,13,0.892,12,265,2,0,Spam
64,2,0.416,14,848,3,0,Not Spam
71,10,0.785,15,995,5,1,Spam
4,2,0.912,15,403,2,0,Not Spam
65,18,0.713,2,61,2,1,Not Spam
15,9,0.423,13,304,2,0,Spam
76,14,0.066,10,999,0,1,Spam
22,10,0.81,8,942,1,1,Not Spam
86,14,0.953,13,319,5,0,Spam
47,12,0.362,6,920,2,1,Not Spam
81,4,0.152,2,455,5,1,Not Spam
93,3,0.327,4,388,2,1,Not Spam
46,12,0.583,2,893,5,1,Not Spam
14,8,0.317,9,505,3,0,Not Spam
50,16,0.611,3,968,5,1,Spam
20,1,0.967,11,455,1,1,Not Spam
50,4,0.671,7,825,3,0,Spam
33,15,0.363,13,447,3,0,Spam
59,6,0.936,2,200,2,1,Not Spam
43,0,0.566,2,902,4,1,Not Spam
79,11,0.128,10,917,1,1,Spam
12,20,0.499,10,896,3,0,Spam
40,10,0.654,7,713,4,1,Spam
20,11,0.838,9,359,4,1,Spam
94,18,0.936,12,510,3,0,Spam
38,11,0.317,9,514,2,1,Spam
3,11,0.156,6,992,0,0,Not Spam
28,13,0.074,6,749,3,1,Not Spam
56,1,0.738,9,182,2,0,Not Spam
90,1,0.795,1,577,1,1,Not Spam
94,3,0.409,11,475,2,1,Spam
13,19,0.396,6,111,4,0,Spam
77,15,0.954,9,124,1,0,Spam
66,9,0.917,10,738,1,1,Not Spam
37,12,0.233,9,458,0,0,Spam
49,1,0.781,2,517,0,0,Not Spam
66,2,0.623,13,347,3,0,Spam
36,18,0.154,6,670,2,1,Not Spam
54,5,0.357,12,560,3,1,Spam
26,18,0.177,3,528,0,0,Not Spam
75,20,0.295,12,270,4,0,Spam
72,19,0.615,7,984,0,0,Spam
40,18,0.375,7,210,2,1,Spam
43,7,0.394,5,66,4,0,Not Spam
22,13,0.54,12,898,3,0,Spam
20,9,0.087,11,270,3,1,Spam
8,2,0.739,2,794,0,0,Not Spam
29,5,0.402,5,904,0,1,Not Spam
40,14,0.48,5,83,5,1,Spam
90,17,0.974,2,869,3,0,Spam
30,13,0.344,10,339,3,1,Spam
81,18,0.648,3,879,1,1,Spam
84,9,0.393,14,799,2,1,Spam
55,14,0.894,1,543,1,1,Spam
16,3,0.847,14,311,1,0,Not Spam
46,1,0.242,0,48,3,1,Not Spam
62,2,0.692,1,670,5,0,Not Spam
7,6,0.065,6,456,2,1,Not Spam
80,15,0.963,9,985,3,1,Spam
45,9,0.349,15,616,1,0,Not Spam
59,18,0.832,4,605,1,1,Spam
56,16,0.318,15,782,3,0,Spam
48,18,0.633,8,755,0,1,Spam
27,4,0.984,2,66,0,1,Not Spam
53,19,0.877,1,436,3,0,Spam
87,12,0.16,14,612,4,1,Spam
88,12,0.547,3,470,4,1,Spam
73,10,0.349,1,652,0,0,Not Spam
35,10,0.434,10,574,2,1,Not Spam
51,15,0.335,6,677,5,1,Spam
84,14,0.336,9,93,1,1,Spam
37,16,0.543,5,72,2,1,Spam
81,17,0.192,7,252,0,1,Spam
95,18,0.537,12,826,3,0,Spam
57,3,0.279,4,894,4,0,Not Spam
8,4,0.289,1,219,0,1,Not Spam
79,6,0.739,12,693,2,1,Spam
95,1,0.03,3,568,2,1,Not Spam
94,0,0.381,0,956,5,0,Not Spam
20,11,0.408,1,116,0,1,Not Spam
53,9,0.485,3,68,1,1,Not Spam
12,7,0.669,5,915,2,1,Not Spam
49,0,0.37,3,541,1,1,Not Spam
17,11,0.213,3,59,1,0,Not Spam
64,1,0.885,13,933,3,1,Spam
42,9,0.981,10,172,0,1,Not Spam
94,16,0.02,9,125,0,1,Not Spam
29,2,0.546,15,572,1,1,Spam
19,6,0.342,9,695,3,1,Not Spam
11,11,0.277,1,789,2,1,Not Spam
98,7,0.336,15,230,2,1,Spam
50,19,0.639,8,221,0,0,Not Spam
71,11,0.191,11,452,1,1,Spam
58,2,0.913,9,726,3,0,Not Spam
34,16,0.466,7,584,3,0,Spam
20,8,0.326,7,166,2,1,Spam
50,9,0.766,4,518,2,1,Spam
88,5,0.016,2,301,4,1,Not Spam
10,0,0.432,5,329,4,0,Not Spam
32,11,0.355,13,774,1,0,Not Spam
52,4,0.338,8,70,4,0,Not Spam
15,12,0.337,7,514,3,1,Not Spam
84,14,0.031,6,428,4,1,Spam
3,10,0.152,13,645,0,0,Not Spam
37,7,0.142,10,292,0,0,Not Spam
40,4,0.989,14,477,5,1,Spam
72,1,0.022,7,139,2,0,Not Spam
40,11,0.167,15,720,2,0,Not Spam
56,1,0.974,3,65,1,0,Not Spam
23,15,0.628,5,262,0,0,Not Spam
11,20,0.451,14,330,5,0,Spam
64,2,0.079,14,581,1,0,Not Spam
8,9,0.67,13,350,1,0,Not Spam
93,18,0.138,4,30,4,1,Spam
94,7,0.671,11,927,2,0,Spam
56,6,0.979,1,443,1,1,Not Spam
60,0,0.532,7,67,1,1,Not Spam
10,11,0.214,2,396,2,0,Not Spam
39,4,0.625,13,587,2,1,Spam
28,15,0.513,4,27,0,0,Not Spam
49,3,0.533,7,545,2,1,Spam
36,16,0.478,10,746,4,1,Spam
13,20,0.674,14,389,0,0,Not Spam
96,1,0.572,8,459,5,1,Not Spam
36,11,0.987,12,776,1,0,Not Spam
26,0,0.826,15,585,4,1,Not Spam
86,11,0.265,14,503,4,0,Spam
4,11,0.726,8,292,0,0,Not Spam
95,11,0.214,13,960,1,1,Spam
82,18,0.782,4,920,0,0,Not Spam
64,16,0.148,1,150,3,0,Not Spam
38,19,0.474,6,540,3,1,Not Spam
88,10,0.791,15,743,0,0,Spam
87,12,0.28,10,653,1,1,Spam
22,7,0.837,10,133,1,1,Not Spam
2,9,0.644,6,551,2,1,Not Spam
31,7,0.398,14,518,4,0,Spam
11,19,0.423,11,358,0,1,Spam
92,7,0.926,12,40,4,0,Spam
46,8,0.218,7,739,4,1,Spam
96,6,0.693,7,52,3,1,Spam
62,13,0.707,15,152,3,1,Spam
69,1,0.922,15,939,5,0,Spam
64,10,0.713,4,722,0,1,Spam
10,7,0.584,14,994,5,0,Not Spam
40,12,0.903,0,45,0,0,Not Spam
24,20,0.829,12,383,1,0,Not Spam
99,14,0.717,10,620,0,0,Spam
44,2,0.033,12,111,1,0,Not Spam
60,13,0.374,3,564,1,1,Not Spam
62,14,0.632,3,257,0,0,Not Spam
87,1,0.522,14,37,1,1,Spam
17,18,0.319,10,293,4,1,Spam
65,11,0.144,2,953,1,0,Not Spam
95,19,0.553,7,308,4,1,Spam
95,3,0.286,2,46,4,1,Not Spam
57,2,0.233,12,836,4,0,Not Spam
55,4,0.399,4,453,2,0,Not Spam
53,2,0.785,1,930,5,1,Not Spam
56,14,0.488,5,127,2,0,Not Spam
98,18,0.216,14,992,1,0,Spam
9,1,0.117,5,967,5,1,Not Spam
22,11,0.499,7,757,5,0,Not Spam
13,4,0.794,7,343,5,0,Not Spam
89,16,0.653,0,886,0,0,Not Spam
48,13,0.232,4,550,1,0,Not Spam
18,9,0.437,1,754,2,0,Not Spam
76,2,0.855,9,812,5,0,Spam
40,3,0.178,11,123,5,1,Spam
17,5,0.532,4,863,3,0,Not Spam
15,15,0.356,9,351,5,1,Spam
15,6,0.124,11,381,5,1,Not Spam
79,14,0.05,8,940,3,1,Spam
63,20,0.556,3,308,1,1,Spam
39,19,0.021,7,463,2,0,Spam
13,10,0.103,0,56,4,1,Not Spam
81,20,0.348,7,367,2,0,Spam
32,0,0.044,5,911,1,1,Not Spam
9,4,0.4,7,775,2,1,Spam
40,12,0.13,5,62,3,0,Not Spam
20,20,0.35,10,145,5,0,Spam
90,13,0.791,2,28,5,1,Spam
91,8,0.626,14,545,4,0,Spam
85,16,0.445,11,150,1,1,Spam
82,14,0.092,14,344,5,0,Spam
77,20,0.619,10,203,1,0,Spam
80,6,0.164,7,301,0,1,Not Spam
73,11,0.077,4,914,4,0,Spam
63,5,0.664,11,72,1,1,Not Spam
76,20,0.912,9,572,2,0,Spam
44,15,0.461,15,869,2,1,Spam
38,4,0.041,4,889,2,1,Not Spam
83,8,0.88,14,552,2,1,Spam
60,13,0.067,11,396,1,0,Not Spam
71,7,0.868,6,314,3,1,Spam
99,13,0.392,5,227,4,1,Spam
48,11,0.365,8,682,2,0,Spam
18,9,0.543,6,496,1,1,Not Spam
16,19,0.957,2,989,5,1,Spam
55,19,0.899,10,973,5,1,Spam
39,20,0.47,10,88,1,0,Spam
68,12,0.696,11,862,2,0,Not Spam
59,18,0.58,4,944,0,1,Spam
89,14,0.693,8,849,1,0,Not Spam
96,7,0.829,10,456,4,1,Spam
62,20,0.034,12,320,4,0,Spam
13,9,0.326,14,46,0,1,Not Spam
81,2,0.959,9,647,5,1,Spam
6,20,0.949,13,949,5,1,Spam
83,2,0.011,1,673,1,0,Not Spam
77,4,0.201,0,572,0,1,Not Spam
60,15,0.994,10,125,1,1,Spam
90,16,0.493,7,605,1,0,Spam
14,5,0.573,7,591,0,0,Not Spam
95,19,0.166,1,829,5,1,Spam
54,19,0.894,13,653,3,0,Spam
4,15,0.231,12,966,2,1,Not Spam
39,1,0.19,7,734,2,0,Not Spam
72,19,0.228,4,30,2,0,Spam
25,14,0.92,1,950,0,1,Not Spam
77,17,0.703,6,678,1,1,Spam
32,0,0.769,6,235,1,1,Not Spam
59,18,0.377,2,905,4,0,Not Spam
63,11,0.909,13,340,1,1,Spam
38,7,0.789,0,479,5,0,Spam
92,5,0.751,10,976,3,1,Spam
53,11,0.971,15,834,2,1,Spam
94,6,0.366,3,545,5,1,Not Spam
67,17,0.611,1,598,5,0,Spam
28,13,0.91,3,711,3,1,Spam
3,7,0.791,7,896,2,0,Not Spam
98,19,0.563,1,773,0,1,Spam
80,13,0.076,0,179,3,1,Not Spam
22,4,0.653,10,483,5,0,Not Spam
96,8,0.527,13,541,1,0,Spam
38,7,0.184,15,655,2,0,Spam
72,1,0.882,14,292,4,1,Spam
72,15,0.343,14,260,3,1,Spam
62,12,0.387,2,955,5,0,Not Spam
57,6,0.672,9,983,0,1,Spam
6,15,0.489,6,978,5,0,Spam
78,6,0.089,12,674,4,0,Spam
32,13,0.387,11,884,0,1,Not Spam
99,13,0.094,5,186,2,0,Not Spam
10,11,0.191,5,588,3,1,Not Spam
3,0,0.007,6,669,0,0,Not Spam
59,0,0.181,7,346,4,1,Not Spam
76,11,0.33,2,884,5,0,Spam
49,19,0.538,2,548,4,1,Spam
59,20,0.919,9,863,1,0,Spam
31,14,0.54,12,292,0,1,Not Spam
93,3,0.706,7,898,3,1,Spam
69,6,0.358,15,395,3,1,Spam
62,15,0.752,15,931,5,0,Spam
52,2,0.62,11,394,5,1,Spam
89,6,0.46,12,353,5,0,Spam
41,5,0.194,13,22,1,0,Not Spam
31,15,0.304,12,262,4,0,Spam
85,7,0.621,6,639,5,1,Spam
84,5,0.426,9,70,0,0,Not Spam
22,9,0.889,4,901,5,0,Not Spam
4,15,0.235,15,369,4,1,Spam
13,10,0.073,3,193,0,1,Not Spam
45,12,0.589,5,135,0,1,Not Spam
42,5,0.886,8,714,0,1,Not Spam
49,0,0.365,5,380,4,0,Not Spam
20,20,0.648,7,374,5,0,Spam
77,18,0.231,0,685,4,0,Spam
81,11,0.558,11,778,4,0,Spam
54,5,0.787,13,95,2,0,Spam
36,17,0.867,5,946,4,1,Spam
97,12,0.105,13,775,1,0,Spam
1,6,0.356,13,100,2,1,Not Spam
15,12,0.64,1,248,0,1,Not Spam
77,20,0.035,2,91,5,0,Not Spam
17,7,0.691,5,422,3,0,Not Spam
24,20,0.528,1,237,5,0,Spam
58,16,0.289,3,471,2,1,Spam
72,8,0.815,5,930,2,1,Not Spam
91,19,0.29,4,774,0,1,Spam
23,12,0.991,5,386,4,0,Spam
46,1,0.816,14,845,4,1,Spam
72,3,0.708,5,609,2,1,Spam
8,1,0.061,7,689,4,1,Not Spam
59,3,0.904,8,579,2,1,Spam
90,17,0.79,4,331,5,0,Spam
59,4,0.229,5,317,3,1,Not Spam
13,18,0.392,5,43,5,0,Not Spam
39,9,0.269,5,129,3,0,Not Spam
28,17,0.984,1,71,0,0,Not Spam
89,20,0.854,15,958,1,0,Spam
61,9,0.93,3,309,1,1,Not Spam
16,4,0.789,0,463,5,0,Not Spam
2,16,0.456,13,486,4,0,Spam
82,12,0.205,11,278,1,1,Spam
17,16,0.208,15,343,3,1,Spam
30,8,0.152,0,670,0,1,Not Spam
13,11,0.547,0,928,3,1,Not Spam
96,13,0.92,6,837,2,0,Spam
93,13,0.992,15,357,4,1,Spam
94,7,0.287,0,806,4,1,Not Spam
82,4,0.697,15,575,1,0,Spam
13,18,0.597,15,948,2,0,Spam
43,13,0.489,5,441,1,1,Not Spam
85,8,0.666,1,278,1,0,Not Spam
94,6,0.371,5,644,1,1,Not Spam
21,7,0.944,5,758,2,1,Not Spam
55,13,0.705,11,84,1,0,Spam
81,13,0.754,10,182,4,0,Spam
40,10,0.242,2,183,1,0,Not Spam
83,13,0.169,14,697,2,0,Not Spam
15,20,0.394,7,58,2,1,Spam
73,7,0.767,10,684,3,1,Spam
52,2,0.939,3,339,1,0,Not Spam
74,17,0.427,12,379,2,1,Spam
95,2,0.774,6,288,5,0,Spam
53,12,0.47,3,343,1,1,Spam
87,11,0.295,0,345,0,1,Not Spam
52,14,0.739,5,606,4,1,Spam
30,17,0.798,4,276,4,1,Spam
33,4,0.203,8,219,5,1,Not Spam
57,6,0.305,14,457,1,1,Spam
52,10,0.495,13,629,4,0,Spam
9,10,0.187,13,123,4,0,Not Spam
54,14,0.929,14,391,0,0,Spam
1,9,0.591,8,924,4,1,Spam
44,14,0.121,11,183,4,0,Spam
99,12,0.184,10,132,2,1,Spam
75,13,0.954,12,634,4,1,Spam
98,16,0.738,7,568,1,1,Spam
80,12,0.734,14,125,4,0,Spam
9,9,0.072,6,718,1,1,Not Spam
32,0,0.895,13,383,4,1,Spam
15,0,0.444,1,40,1,0,Not Spam
12,14,0.66,13,679,4,0,Spam
97,15,0.96,7,148,5,0,Spam
78,11,0.1,2,502,1,1,Not Spam
57,5,0.482,5,718,4,1,Spam
8,5,0.05,9,815,0,0,Not Spam
72,11,0.5,6,218,2,1,Spam
27,14,0.252,11,766,2,1,Spam
62,3,0.911,5,971,2,1,Spam
12,3,0.398,4,639,2,0,Not Spam
65,1,0.634,3,540,0,1,Not Spam
42,11,0.86,1,980,5,0,Not Spam
62,6,0.984,8,439,5,0,Spam
11,19,0.504,13,245,0,0,Not Spam
43,8,0.456,15,949,4,1,Spam
95,8,0.076,6,228,0,1,Not Spam
17,7,0.013,6,264,2,1,Spam
97,13,0.609,3,307,5,0,Spam
32,0,0.065,13,85,3,0,Not Spam
93,20,0.38,15,887,4,1,Spam
85,11,0.004,4,172,1,1,Spam
85,1,0.615,5,510,5,0,Not Spam
40,12,0.425,11,454,2,1,Spam
23,3,0.127,10,722,5,0,Not Spam
56,19,0.296,11,237,2,0,Spam
6,17,0.57,1,448,2,0,Not Spam
86,18,0.657,3,521,5,0,Spam
50,15,0.462,14,685,5,1,Spam
37,13,0.804,12,808,5,0,Spam
64,7,0.112,3,613,0,0,Not Spam
54,11,0.085,11,240,5,1,Spam
72,8,0.044,12,454,1,0,Not Spam
49,5,0.536,3,299,4,0,Not Spam
99,17,0.706,6,642,2,0,Spam
11,1,0.131,12,111,5,0,Not Spam
88,7,0.639,6,543,1,1,Not Spam
49,13,0.477,6,158,3,1,Spam
21,5,0.987,6,686,5,1,Spam
66,9,0.717,1,42,0,1,Not Spam
63,7,0.657,4,436,2,0,Spam
83,16,0.57,9,995,1,0,Spam
28,11,0.997,1,751,5,1,Spam
17,16,0.98,15,367,1,0,Spam
6,12,0.538,4,256,2,1,Not Spam
19,18,0.455,11,784,1,0,Spam
56,11,0.462,5,953,1,1,Spam
28,15,0.428,15,202,5,1,Spam
66,4,0.531,2,527,5,1,Spam
38,15,0.274,5,217,4,1,Spam
37,5,0.927,14,701,0,0,Not Spam
68,10,0.49,4,142,4,0,Spam
86,16,0.842,3,944,0,0,Not Spam
90,13,0.475,9,565,0,1,Spam
49,5,0.718,8,400,4,1,Not Spam
43,10,0.337,10,844,2,0,Not Spam
36,11,0.625,15,534,1,0,Spam
58,12,0.498,15,25,3,0,Spam
13,3,0.367,13,323,4,0,Not Spam
52,6,0.882,7,633,4,1,Spam
58,1,0.113,11,211,2,1,Not Spam
32,5,0.487,6,395,1,0,Not Spam
81,5,0.194,10,544,5,0,Not Spam
100,17,0.861,14,55,4,0,Spam
60,19,0.253,0,994,3,1,Spam
83,7,0.633,8,89,1,0,Not Spam
58,7,0.166,15,308,4,1,Spam
99,7,0.405,8,124,5,1,Spam
56,7,0.899,5,735,4,0,Not Spam
28,0,0.166,6,332,5,0,Not Spam
1,1,0.663,12,74,0,0,Not Spam
42,11,0.205,15,126,0,1,Spam
82,14,0.416,2,672,4,0,Spam
48,3,0.541,4,756,2,0,Not Spam
40,2,0.577,6,326,0,1,Spam
97,13,0.603,0,879,4,1,Spam
63,7,0.64,11,840,5,1,Spam
76,12,0.272,0,55,1,0,Not Spam
72,18,0.401,4,152,5,1,Spam
88,4,0.037,8,906,3,1,Spam
80,12,0.769,6,44,0,1,Spam
4,19,0.837,0,868,4,1,Spam
38,0,0.199,12,56,0,1,Not Spam
27,15,0.201,12,38,5,0,Not Spam
9,1,0.042,14,54,5,1,Not Spam
16,6,0.97,15,382,1,1,Spam
56,5,0.807,15,437,2,1,Not Spam
76,4,0.361,11,841,4,0,Spam
31,3,0.482,4,449,1,0,Not Spam
88,1,0.292,14,537,3,1,Spam
14,9,0.597,7,486,4,1,Not Spam
25,4,0.717,7,916,3,1,Spam
34,17,0.447,11,218,2,1,Spam
67,9,0.874,1,565,4,0,Spam
24,14,0.517,6,587,4,0,Spam
73,8,0.144,9,787,1,0,Not Spam
26,10,0.622,4,230,0,1,Not Spam
20,20,0.462,15,628,4,1,Spam
64,16,0.936,8,813,2,0,Spam
10,20,0.392,2,520,4,0,Not Spam
83,8,0.403,0,260,4,1,Spam
67,15,0.651,12,189,4,0,Spam
24,5,0.527,3,878,4,0,Not Spam
5,10,0.374,6,313,2,0,Not Spam
67,16,0.99,0,941,1,0,Spam
58,3,0.302,1,758,0,0,Not Spam
27,14,0.278,15,334,2,1,Spam
80,0,0.864,13,146,2,1,Spam
15,19,0.003,15,487,3,1,Not Spam
35,0,0.201,4,811,0,1,Not Spam
76,8,0.59,15,386,1,0,Spam
53,11,0.162,8,40,5,1,Spam
44,3,0.986,13,335,1,0,Spam
26,12,0.464,0,777,5,0,Spam
47,6,0.597,11,109,3,1,Spam
34,7,0.16,3,423,3,1,Not Spam
87,12,0.289,11,537,2,1,Spam
95,10,0.615,13,470,1,1,Spam
50,8,0.55,2,797,5,0,Not Spam
84,15,0.784,13,927,1,0,Spam
12,9,0.269,4,628,5,0,Not Spam
87,10,0.654,4,169,1,1,Not Spam
4,11,0.291,9,465,2,1,Spam
87,13,0.587,1,976,5,0,Spam
48,18,0.605,4,99,1,0,Not Spam
55,11,0.122,8,36,4,1,Not Spam
1,17,0.549,4,157,3,1,Not Spam
89,20,0.012,14,671,3,0,Spam
66,16,0.501,10,870,5,0,Spam
30,2,0.698,9,527,3,0,Not Spam
3,0,0.073,1,571,3,1,Not Spam
21,18,0.939,6,938,4,0,Spam
89,3,0.459,15,699,0,0,Not Spam
84,15,0.938,14,93,1,1,Spam
49,11,0.107,5,93,5,0,Not Spam
86,20,0.95,6,69,3,0,Spam
85,20,0.109,7,29,1,0,Not Spam
62,12,0.461,9,122,1,1,Spam
97,16,0.938,4,881,4,1,Spam
38,7,0.233,1,407,1,0,Not Spam
15,12,0.035,6,404,3,1,Not Spam
52,19,0.793,6,318,5,0,Spam
