Age,Annual_Income,Credit_Score,Employment_Years,Loan_Amount,Debt_to_Income_Ratio,Existing_Loans,Dependents,Loan_Approved
61,115505,485,17,62847,0.32,5,2,No
50,97097,647,0,280491,0.32,3,4,Yes
30,42578,780,4,138706,0.28,3,4,Yes
31,32787,660,11,261457,0.62,1,1,Yes
41,92048,586,16,403317,0.57,0,4,No
51,141555,481,24,92686,0.31,5,0,Yes
61,72879,750,18,424186,0.16,1,1,Yes
43,30596,396,17,22893,0.44,3,2,No
38,117282,613,29,23703,0.74,4,5,Yes
45,80669,845,12,360506,0.14,1,2,Yes
53,39930,320,21,27489,0.61,2,4,No
57,67950,796,2,111975,0.5,3,3,Yes
19,115737,702,20,377894,0.49,3,0,No
59,38687,423,9,456314,0.75,1,0,No
26,72833,418,13,434983,0.77,4,4,No
40,142540,776,7,259155,0.23,1,0,Yes
32,55989,402,9,196258,0.66,4,1,No
30,50183,632,1,217984,0.52,3,4,Yes
40,40758,758,27,24733,0.36,1,3,Yes
34,21082,429,12,81942,0.55,0,2,No
19,126941,433,4,229775,0.77,5,0,No
37,116368,456,10,166731,0.44,1,5,No
37,65891,724,23,447759,0.76,1,2,No
63,65810,734,0,245982,0.53,0,3,Yes
20,66901,688,25,406167,0.41,0,3,Yes
29,103512,617,9,388663,0.53,2,1,No
57,123912,804,29,331561,0.5,0,3,Yes
19,91062,489,26,220765,0.37,4,3,No
53,116622,710,28,170078,0.47,5,0,Yes
31,41563,351,27,191936,0.58,5,2,No
33,92008,745,12,229132,0.68,2,5,Yes
36,22775,743,27,267884,0.28,4,0,Yes
51,35828,681,3,361139,0.06,2,0,No
61,130312,673,20,257230,0.46,2,4,Yes
63,145933,674,29,476076,0.42,5,5,Yes
23,37974,688,9,429315,0.09,4,4,No
30,42388,778,11,376483,0.52,3,1,Yes
53,100591,703,13,276871,0.76,5,5,No
39,141918,767,26,127179,0.35,3,1,Yes
35,38615,804,2,201976,0.72,1,3,Yes
29,57886,382,27,375911,0.66,3,1,No
47,42838,618,1,162605,0.17,5,1,Yes
57,60728,366,27,239285,0.64,1,3,No
24,136249,713,18,166480,0.44,3,2,Yes
49,98000,752,30,108523,0.74,1,3,Yes
36,72798,497,10,332449,0.19,5,3,No
23,125900,558,20,374738,0.14,1,2,No
37,92776,597,6,241980,0.23,5,3,No
44,90478,579,17,413254,0.09,0,4,No
60,39622,599,28,375031,0.29,5,1,Yes
54,33536,428,30,449015,0.26,1,3,Yes
24,87136,797,13,80759,0.36,5,0,Yes
22,25700,737,6,54061,0.4,5,1,Yes
28,58839,591,21,424470,0.16,4,4,No
32,30248,506,29,162794,0.51,4,4,No
20,65291,593,6,286352,0.22,1,3,No
22,102629,328,22,327784,0.14,4,2,No
40,104891,478,8,91090,0.58,3,0,No
54,145612,340,22,191133,0.07,4,3,No
26,37177,769,29,287309,0.33,0,2,Yes
32,39483,491,11,360620,0.16,4,4,No
20,63815,643,28,417728,0.71,3,1,No
46,140718,577,5,473216,0.67,5,4,No
23,58533,654,25,138051,0.1,3,3,Yes
34,20026,828,23,360953,0.46,1,2,Yes
43,124997,385,6,404828,0.27,2,3,No
38,80611,616,21,31763,0.19,3,4,No
25,107242,636,3,404238,0.28,1,0,Yes
38,44660,444,15,64750,0.66,1,4,No
28,75103,614,6,211376,0.09,4,3,Yes
55,72253,524,27,164127,0.54,4,2,No
25,124913,722,7,459105,0.74,1,3,Yes
59,62082,353,7,78368,0.39,5,1,No
41,36258,367,27,391493,0.73,0,1,No
52,123613,633,27,391003,0.73,5,2,Yes
31,118315,376,19,153711,0.51,1,4,No
31,109690,838,25,197104,0.39,4,3,Yes
27,115220,454,24,5299,0.6,3,5,No
29,35389,371,2,124209,0.74,0,5,No
55,111860,800,8,483178,0.56,2,1,Yes
61,47685,746,18,395521,0.21,5,0,Yes
63,79220,658,12,101190,0.67,3,1,No
51,47195,576,6,379677,0.76,4,4,No
58,41797,612,19,350344,0.36,3,2,No
27,131975,404,20,149100,0.57,3,0,No
34,91310,394,28,30437,0.44,4,3,No
34,117169,518,14,9589,0.13,3,3,No
20,134867,427,18,340813,0.31,1,5,No
48,86332,499,1,241008,0.17,5,2,No
18,125583,631,11,460861,0.56,0,0,No
29,113925,846,7,458133,0.49,5,0,Yes
56,82907,591,29,348139,0.08,4,0,Yes
21,27188,365,22,417384,0.1,0,2,No
59,43696,703,22,330989,0.25,1,2,Yes
30,22024,445,7,340078,0.61,4,3,No
51,93202,829,12,290236,0.15,1,1,Yes
59,55985,701,0,257933,0.2,2,4,Yes
38,26584,424,27,148449,0.73,2,3,No
39,110998,813,23,123847,0.46,2,5,Yes
21,47044,631,9,210911,0.52,0,5,No
35,146267,779,27,358312,0.39,5,5,Yes
22,25285,697,29,51635,0.27,5,0,Yes
36,83115,329,29,105604,0.24,2,1,No
19,27370,355,20,60402,0.49,2,4,No
29,37903,431,23,225961,0.4,1,0,No
34,52499,530,8,347945,0.35,3,2,No
27,117904,694,28,107295,0.57,3,1,No
51,42995,451,1,349577,0.35,5,2,No
23,125160,801,18,107535,0.08,5,4,Yes
25,55200,805,21,275456,0.68,2,5,Yes
28,108377,685,24,89767,0.29,5,4,Yes
29,90402,832,13,67263,0.76,3,0,Yes
26,33566,747,9,169957,0.71,2,2,No
19,57822,425,9,456064,0.23,2,3,No
25,127412,788,7,461710,0.77,0,5,Yes
28,71222,745,13,311095,0.69,4,3,Yes
53,114088,769,12,375263,0.79,3,2,Yes
27,120085,648,5,176701,0.56,2,4,No
38,110450,807,20,433222,0.75,3,5,Yes
37,70668,756,29,372048,0.57,0,1,Yes
25,129366,684,12,477783,0.69,0,5,No
53,130078,747,2,466185,0.51,2,2,Yes
46,83853,414,27,161450,0.75,3,0,No
59,74643,751,19,290537,0.44,3,3,No
29,143794,418,28,143238,0.6,3,5,No
31,42333,392,12,107677,0.74,0,0,No
38,35958,820,22,373594,0.37,1,1,Yes
39,72442,837,22,334151,0.07,1,3,Yes
38,40954,732,18,341698,0.13,3,3,No
61,95174,444,15,296760,0.78,3,3,No
47,119683,367,3,428987,0.7,4,5,No
56,29675,430,2,153884,0.41,2,0,No
37,109590,580,14,130323,0.77,0,4,No
41,128570,812,14,59026,0.19,4,0,Yes
40,51661,300,17,258683,0.13,3,4,No
24,84289,731,21,151101,0.5,5,5,No
26,37184,690,6,336986,0.34,1,2,Yes
18,67963,565,19,280321,0.3,1,3,No
43,45822,698,4,467533,0.6,4,0,Yes
55,82303,555,7,424817,0.16,1,1,Yes
55,96465,694,24,416917,0.63,1,1,Yes
61,25267,473,22,11688,0.32,5,4,No
39,72647,344,9,153462,0.79,2,4,No
61,147714,440,29,498157,0.66,3,3,No
27,82814,838,0,358100,0.53,4,4,Yes
23,56025,349,10,42879,0.22,5,1,No
34,141246,360,29,356513,0.77,0,0,No
55,97605,542,2,476437,0.07,0,0,Yes
41,20981,568,26,37492,0.22,5,4,No
27,63436,439,20,155743,0.08,3,4,No
25,38472,456,2,131383,0.77,0,5,No
38,39336,575,14,387272,0.7,5,1,No
23,45587,330,16,106165,0.76,1,2,No
38,97192,307,17,316934,0.59,2,0,No
56,112862,332,7,341364,0.07,4,4,No
41,104046,751,22,32574,0.75,4,5,Yes
50,139500,748,12,76261,0.37,1,5,Yes
35,126367,336,9,410065,0.33,3,5,No
45,73013,333,2,449543,0.26,2,5,No
49,140591,754,19,232401,0.27,0,3,Yes
29,104511,743,13,125283,0.65,4,4,Yes
59,29665,536,12,167243,0.24,4,4,No
44,47097,511,2,104789,0.22,3,5,No
27,111277,439,12,168723,0.57,2,0,No
63,72474,660,19,404797,0.27,5,4,No
59,91973,603,23,200839,0.06,0,3,Yes
49,45185,595,24,189767,0.75,4,3,No
59,95911,451,22,141293,0.29,4,5,No
43,112643,522,8,128438,0.62,0,3,No
42,50484,495,29,57900,0.4,2,1,Yes
28,148311,598,24,96081,0.15,2,3,Yes
40,121165,828,15,217735,0.55,2,5,Yes
51,65610,787,22,141104,0.22,4,5,Yes
57,70807,510,22,437410,0.27,5,5,No
40,70907,531,7,41777,0.07,1,0,No
46,77389,666,11,216703,0.06,4,2,Yes
48,45835,780,25,157779,0.44,3,4,Yes
24,115279,478,27,127965,0.09,3,4,No
57,116453,783,11,223435,0.21,5,4,Yes
50,124531,794,18,166692,0.74,4,3,Yes
38,73790,846,23,207915,0.11,4,3,Yes
19,96960,315,16,132852,0.27,0,3,No
35,29643,765,28,434112,0.59,2,2,No
64,95846,701,14,42069,0.71,5,2,Yes
50,38951,593,21,469779,0.08,0,2,No
54,112104,470,17,457755,0.19,5,2,No
51,35233,331,6,250036,0.34,3,2,No
37,33200,562,12,394910,0.32,3,4,No
52,72275,514,18,398149,0.27,1,4,Yes
35,107084,488,15,115549,0.23,2,2,Yes
63,96068,560,10,125097,0.25,2,4,Yes
41,109001,481,25,350010,0.15,5,2,No
25,41291,804,4,253968,0.17,3,2,No
47,62448,641,25,64337,0.51,0,2,Yes
61,50580,321,1,73976,0.27,4,4,No
27,111685,373,0,6545,0.35,2,1,No
40,41346,465,15,135867,0.36,4,1,No
28,30619,533,4,181684,0.13,3,5,No
19,125454,674,24,319803,0.66,1,5,No
43,21766,732,30,429696,0.77,3,1,No
53,23549,633,24,299941,0.25,4,0,Yes
50,38693,839,6,244039,0.27,3,1,Yes
64,82019,334,29,101480,0.57,2,1,No
30,117458,743,8,426552,0.11,5,1,No
57,145284,530,3,369127,0.73,5,3,No
42,127938,617,18,216372,0.14,4,2,No
21,147673,642,26,62872,0.6,4,5,Yes
59,120280,729,19,485283,0.27,1,4,Yes
36,68328,765,14,70661,0.29,2,3,Yes
35,97701,378,6,304820,0.16,0,2,No
54,109100,748,23,164504,0.53,1,1,Yes
47,120794,581,17,404858,0.65,2,1,Yes
36,45301,356,4,450626,0.76,5,3,No
40,64763,490,20,177685,0.3,0,4,No
33,40765,762,28,102651,0.52,5,3,Yes
18,64787,341,24,132113,0.36,4,3,No
29,140675,785,28,95061,0.47,5,5,Yes
41,27425,472,28,182488,0.17,1,2,Yes
51,32857,549,30,374380,0.49,4,0,No
25,72771,809,12,449629,0.69,4,5,Yes
35,112999,801,2,438937,0.7,4,4,Yes
22,42444,492,27,160938,0.41,2,4,No
43,148489,464,5,81719,0.23,0,3,No
47,61457,389,30,197057,0.68,2,3,No
30,122280,357,25,494842,0.8,4,1,No
36,99741,562,11,343449,0.33,1,3,No
46,20704,542,20,147003,0.74,5,2,No
20,25452,518,17,154149,0.79,4,1,No
43,131153,308,17,240263,0.35,0,0,No
57,58862,729,3,452012,0.59,2,2,No
29,81471,312,27,30895,0.49,0,4,No
19,89217,524,19,204429,0.59,2,4,No
28,106058,366,30,319958,0.17,5,2,No
61,38300,802,22,102272,0.33,0,5,Yes
45,29566,483,13,85290,0.1,0,3,No
35,27501,507,27,315937,0.51,2,3,No
30,21845,827,13,199920,0.75,2,3,No
54,139342,599,0,86754,0.47,2,4,No
39,59181,540,10,311333,0.1,3,2,No
29,77263,754,21,321490,0.75,5,3,Yes
19,126294,829,26,268539,0.15,0,5,Yes
54,127932,543,28,188191,0.71,3,1,No
24,98766,537,8,8961,0.59,3,4,No
43,83038,545,17,40382,0.53,4,5,Yes
43,137778,644,27,249429,0.49,3,2,Yes
41,103290,783,4,355934,0.15,3,5,Yes
29,136616,609,9,285072,0.43,2,2,Yes
33,54404,583,14,239601,0.2,2,2,Yes
40,42564,337,26,279237,0.48,1,2,No
57,117898,331,9,216310,0.39,5,0,No
26,77435,542,15,181529,0.56,0,1,No
49,38227,591,3,96892,0.79,5,5,No
32,110296,591,3,144058,0.32,3,0,No
54,147703,681,7,293870,0.51,3,5,Yes
30,115259,437,29,249036,0.7,0,3,No
22,144451,499,5,83196,0.12,5,5,No
28,67475,634,22,189657,0.65,2,0,No
27,37215,746,10,339714,0.23,2,0,No
30,147320,647,27,456616,0.46,0,4,Yes
58,91074,577,24,69619,0.79,0,2,Yes
63,41699,831,12,244013,0.79,2,0,Yes
32,128621,698,18,411796,0.29,0,2,No
59,32454,690,10,113464,0.15,5,1,Yes
24,68217,309,1,481232,0.75,2,0,No
57,126759,848,2,457441,0.72,0,4,Yes
45,148471,358,14,399420,0.51,2,4,No
49,41711,387,23,29331,0.07,1,3,No
52,35059,758,12,258079,0.61,2,0,Yes
32,68398,403,24,139655,0.17,2,1,No
53,21286,403,9,217864,0.76,3,2,No
38,54297,553,4,311243,0.38,5,5,Yes
23,128304,634,23,393998,0.51,2,5,No
18,124959,762,29,12539,0.26,0,5,Yes
21,120181,848,10,311523,0.41,4,5,No
28,128245,600,22,323436,0.62,0,0,Yes
61,46485,640,27,498558,0.42,3,3,No
43,79967,791,13,391756,0.69,0,4,Yes
54,117803,383,27,223918,0.58,1,5,No
40,149745,558,28,144295,0.11,4,0,Yes
46,74583,659,24,342840,0.51,4,3,No
38,144077,386,19,483110,0.51,5,1,No
62,71630,727,14,429555,0.34,3,5,No
62,131359,666,12,69590,0.29,5,2,Yes
44,47086,642,25,278666,0.1,4,1,Yes
56,36484,646,2,106872,0.38,2,1,Yes
57,88623,395,8,491253,0.3,3,5,No
30,124132,554,7,33014,0.76,5,2,No
40,142113,435,14,127894,0.56,1,0,Yes
33,79263,547,22,49082,0.4,4,2,Yes
47,38675,798,0,472050,0.62,4,3,No
21,140155,785,1,57945,0.63,3,1,No
57,80664,701,8,394588,0.41,4,5,Yes
33,44680,711,20,463953,0.11,4,2,Yes
48,37077,747,16,78492,0.64,1,4,No
59,140474,546,8,143457,0.12,1,2,No
42,58174,720,0,331696,0.69,3,2,No
61,96968,423,7,469759,0.3,4,3,No
29,23491,559,4,432778,0.53,5,5,No
43,66126,468,29,334088,0.61,0,1,Yes
54,131658,410,10,399132,0.08,3,3,No
50,23392,589,27,332370,0.34,5,3,No
45,82257,312,5,58583,0.5,1,4,No
26,87804,562,16,209386,0.69,0,3,No
29,58400,322,17,113180,0.59,5,5,No
22,56551,499,22,76882,0.72,5,3,No
45,48088,541,17,119173,0.11,4,4,Yes
52,100015,538,4,434150,0.1,3,0,No
22,45465,602,26,21448,0.59,3,3,Yes
51,68155,464,24,255408,0.35,1,2,No
63,107893,475,4,451687,0.41,2,3,No
51,25969,328,27,434634,0.5,2,1,No
30,28981,834,18,19715,0.79,2,2,Yes
56,41032,593,26,240774,0.1,3,2,Yes
59,74091,776,12,432999,0.13,1,0,Yes
62,127154,682,21,30897,0.67,1,1,Yes
31,44408,595,6,107328,0.07,2,1,No
28,44241,633,25,158770,0.39,0,1,Yes
59,67940,547,13,46572,0.63,2,3,Yes
55,102938,540,26,144915,0.2,3,3,Yes
21,71105,405,25,298695,0.19,0,2,No
50,111302,422,26,104691,0.28,1,0,No
24,81050,334,7,32442,0.16,4,3,No
58,23657,715,30,162768,0.56,5,5,Yes
25,41230,626,2,92099,0.2,0,5,Yes
54,38680,594,26,486734,0.22,1,3,No
27,102694,731,3,93399,0.48,0,0,Yes
60,104731,646,9,9763,0.78,2,1,Yes
32,62340,336,3,294915,0.74,0,2,No
55,55950,811,17,364878,0.7,0,3,No
32,98515,834,30,353173,0.45,0,0,Yes
22,27867,317,22,141607,0.27,3,0,No
46,100691,326,11,37519,0.58,5,1,No
36,98542,835,19,396194,0.34,3,4,Yes
27,24329,328,19,148092,0.63,5,4,No
29,108087,416,14,165817,0.06,2,4,No
21,55865,431,30,298050,0.45,4,4,Yes
48,86940,588,12,434112,0.3,3,3,No
35,146681,535,11,91786,0.24,4,5,No
33,57869,341,7,16297,0.55,3,5,No
57,86905,459,21,447905,0.54,1,0,No
53,140185,424,21,455297,0.08,1,5,Yes
42,124969,559,26,396140,0.76,0,5,Yes
40,103984,575,8,59183,0.32,4,2,Yes
29,145172,512,19,457978,0.74,0,5,No
51,121069,772,8,199645,0.49,5,5,Yes
53,137505,730,16,424999,0.54,0,5,Yes
54,109711,379,26,265520,0.77,3,3,Yes
20,86252,527,24,217865,0.67,3,4,No
26,99386,394,30,240374,0.16,0,2,No
35,138728,723,0,313935,0.05,5,2,No
60,21711,815,30,245745,0.28,3,5,Yes
52,45801,464,22,297230,0.42,5,5,No
51,107287,725,5,225671,0.6,1,4,Yes
58,124565,341,6,113818,0.55,1,2,No
31,134696,702,8,362664,0.28,4,3,Yes
21,110709,715,9,88957,0.46,1,1,Yes
46,73270,599,3,394377,0.54,5,3,No
58,91622,354,15,309066,0.44,0,3,No
62,75535,635,11,268387,0.57,2,1,Yes
32,144488,729,8,192341,0.41,3,4,Yes
45,132666,633,2,128412,0.45,0,4,Yes
59,96759,705,25,309973,0.76,3,1,Yes
33,36220,329,26,57282,0.34,4,5,No
29,33392,834,26,157935,0.62,0,3,Yes
22,105587,816,8,299481,0.3,0,0,Yes
51,22246,520,28,367101,0.3,0,2,No
59,40010,793,16,422904,0.75,4,2,Yes
18,146951,552,13,12974,0.57,0,2,Yes
56,88358,620,4,145563,0.75,3,0,No
49,110203,338,30,269448,0.8,2,3,No
43,37234,764,25,427216,0.05,0,4,Yes
34,116190,710,20,355984,0.79,4,5,No
44,135795,711,0,278642,0.13,4,1,No
41,69451,791,0,345018,0.1,0,2,Yes
52,142790,737,2,129581,0.63,4,5,Yes
63,145223,778,8,139886,0.31,1,0,Yes
59,149670,371,22,488548,0.74,5,5,No
56,95205,519,5,130710,0.46,4,1,No
43,41784,303,8,97755,0.34,2,3,No
55,49672,589,3,34925,0.11,1,0,Yes
40,21082,679,19,197296,0.4,3,5,No
39,31148,654,18,345189,0.26,1,0,Yes
21,47494,379,4,173878,0.11,2,1,No
26,126471,365,4,447009,0.55,5,1,No
21,95093,435,27,18365,0.78,1,2,No
24,71952,698,13,231934,0.33,0,3,Yes
40,130032,646,9,434765,0.27,4,1,Yes
19,56719,358,22,39726,0.12,0,2,Yes
41,132981,818,15,55448,0.22,0,5,Yes
57,68737,536,22,437325,0.26,0,2,No
48,79453,378,30,330759,0.31,1,1,No
64,127271,414,5,387555,0.53,3,0,No
48,59536,761,19,276368,0.14,5,5,Yes
64,70604,425,22,337762,0.09,4,0,No
57,70833,799,13,353386,0.75,1,0,Yes
60,34039,401,17,196021,0.65,5,2,No
51,87839,473,28,176141,0.26,0,0,Yes
41,67931,751,27,183115,0.53,2,3,No
43,59925,391,8,479127,0.49,2,0,No
33,71003,684,6,429150,0.61,0,5,No
64,103817,504,17,229367,0.69,3,5,No
30,68897,662,9,34526,0.32,5,0,Yes
32,107745,797,1,286756,0.55,4,2,Yes
44,146298,836,12,350539,0.65,5,5,No
21,113709,533,5,130245,0.57,1,4,Yes
33,62287,315,26,171247,0.74,3,3,No
47,110726,440,22,487679,0.42,2,2,No
61,53012,719,8,120623,0.65,0,3,Yes
47,127252,755,30,247621,0.73,1,3,Yes
53,61783,599,19,48927,0.47,3,0,Yes
20,129323,638,7,370863,0.06,5,3,Yes
39,105727,602,29,498765,0.66,3,0,No
39,88315,375,9,27073,0.68,3,3,No
29,103766,615,15,265493,0.35,5,5,No
38,66491,799,14,392661,0.22,1,4,Yes
21,108941,374,12,91257,0.78,4,3,No
48,78584,665,17,142644,0.46,5,1,Yes
61,32803,845,5,402166,0.44,1,0,Yes
48,69625,695,19,351722,0.76,5,4,No
40,138819,530,23,453517,0.36,0,0,Yes
37,113361,327,8,15006,0.69,1,4,No
32,33698,774,17,176325,0.58,3,0,Yes
40,54560,594,6,221275,0.78,4,1,No
45,35376,726,22,481432,0.37,4,5,No
33,103654,390,23,425947,0.73,0,1,No
54,33117,414,28,170487,0.48,0,4,No
38,125519,458,4,52813,0.41,2,2,Yes
32,76381,557,10,455919,0.28,2,0,No
34,57956,672,12,254212,0.46,2,2,No
54,68786,389,2,131491,0.48,1,3,No
30,146822,597,0,473108,0.72,4,1,No
36,133005,330,3,439076,0.58,0,0,No
47,123585,657,18,27013,0.67,2,1,No
62,107778,769,17,8244,0.63,0,3,Yes
35,86480,427,5,225179,0.26,2,5,No
31,51695,569,22,238401,0.2,1,4,Yes
53,21511,797,9,199512,0.24,5,0,No
53,73233,712,6,82428,0.16,1,0,Yes
37,131022,508,11,308606,0.34,3,0,No
36,42502,605,7,215485,0.54,0,4,No
62,70010,490,12,420970,0.45,5,1,No
61,138248,656,29,25588,0.56,5,4,Yes
24,110341,756,17,329326,0.32,3,5,Yes
61,112529,748,13,194759,0.2,5,1,Yes
21,93905,367,10,196795,0.2,1,5,No
51,130424,766,27,385644,0.5,5,0,Yes
19,66489,659,9,243378,0.17,1,4,No
22,120919,686,28,159710,0.35,5,5,Yes
27,103533,427,5,5785,0.21,5,3,No
49,101165,784,12,398443,0.55,0,4,Yes
59,51949,543,21,337627,0.51,3,1,No
58,88376,318,9,405693,0.34,5,0,No
30,99587,695,11,22211,0.15,5,1,Yes
56,113059,528,0,346574,0.21,3,2,No
22,87310,667,17,426603,0.4,3,0,Yes
27,98798,357,12,277361,0.78,0,3,No
27,89407,580,24,183560,0.25,0,3,Yes
55,93809,401,23,240632,0.19,0,2,Yes
44,37229,347,27,16556,0.22,4,1,No
38,47385,358,28,344248,0.58,5,3,No
25,62176,460,3,294058,0.74,1,1,No
18,114825,402,5,161776,0.11,4,0,No
45,23260,711,17,158538,0.61,4,4,Yes
56,117555,482,27,472234,0.42,1,0,Yes
31,23145,716,4,418148,0.67,5,1,No
38,117289,415,17,209296,0.37,2,5,No
47,27802,698,30,261676,0.05,2,2,Yes
38,22263,736,28,463811,0.56,2,5,Yes
26,46913,617,4,43199,0.66,0,0,No
34,77788,549,6,426993,0.73,0,3,No
22,28155,746,22,417270,0.48,3,0,Yes
48,20922,796,8,183264,0.14,3,0,Yes
57,92231,642,2,270483,0.33,4,0,Yes
55,40672,726,11,89709,0.64,3,2,Yes
60,58526,539,19,103118,0.42,0,1,No
36,65344,358,24,327678,0.57,4,2,No
53,142819,826,13,182027,0.05,3,3,Yes
50,39014,502,7,97604,0.1,3,1,Yes
30,93352,765,11,43316,0.56,2,3,Yes
31,111279,595,6,354166,0.27,0,1,No
50,60324,586,23,61670,0.34,4,1,Yes
46,134529,372,8,166713,0.53,1,5,No
60,114075,822,11,66745,0.13,5,0,Yes
53,115638,636,3,286190,0.67,3,0,Yes
61,58698,617,4,152657,0.16,0,2,No
27,97169,502,8,274231,0.6,4,1,Yes
48,43384,530,6,116638,0.27,5,3,No
23,23512,356,13,131041,0.24,0,0,No
18,26066,719,19,308574,0.67,0,5,No
24,51500,579,21,45711,0.46,4,3,No
44,143775,604,26,253786,0.2,2,5,Yes
38,98743,765,16,106660,0.05,5,0,Yes
45,105642,473,0,492082,0.78,2,1,No
33,149587,565,24,441532,0.37,3,3,No
63,99858,546,14,238349,0.35,2,2,Yes
40,74800,377,23,214628,0.09,3,2,No
37,83140,552,14,48543,0.72,3,2,Yes
55,120364,774,28,402687,0.16,4,0,Yes
42,132317,475,0,459345,0.3,0,0,No
45,104954,720,28,32122,0.37,1,2,Yes
22,22387,760,14,261635,0.66,1,3,Yes
38,76160,553,26,254997,0.32,2,0,Yes
35,79241,819,1,73659,0.45,4,2,Yes
64,93567,406,28,344013,0.37,1,0,No
23,21799,470,3,56459,0.28,0,4,No
46,139095,357,16,305915,0.76,3,3,Yes
36,55548,636,15,336470,0.65,3,1,Yes
50,53895,641,17,37036,0.18,4,3,No
18,110450,589,20,60087,0.47,2,1,Yes
62,125669,383,15,171950,0.65,0,2,No
20,100171,416,7,488675,0.48,2,0,No
59,60379,833,5,399817,0.42,2,2,Yes
38,65414,518,30,410004,0.1,4,5,No
52,93071,401,21,189001,0.13,3,1,No
58,132808,755,19,419523,0.23,2,4,Yes
57,127668,825,1,425345,0.44,2,1,Yes
20,88344,565,18,199941,0.79,0,0,Yes
42,98591,586,12,148784,0.65,5,4,Yes
62,113141,440,21,289447,0.13,3,0,Yes
55,112201,705,21,51515,0.59,2,4,Yes
62,118303,592,20,152076,0.66,5,0,Yes
37,24297,330,5,352842,0.36,1,1,No
61,129513,470,26,242889,0.3,5,1,No
62,148668,654,5,360917,0.49,1,1,Yes
51,106479,504,12,81025,0.44,3,1,Yes
38,118752,777,0,387695,0.25,3,4,No
40,25008,590,21,87099,0.35,4,3,Yes
23,106813,410,20,287493,0.46,5,3,No
30,135481,367,23,313203,0.48,2,2,No
40,36820,672,8,195128,0.45,1,3,No
26,91548,495,29,193444,0.68,5,2,No
34,42253,425,21,229751,0.07,1,1,No
19,49202,561,28,184877,0.3,3,0,Yes
36,49236,454,11,151757,0.61,3,3,No
36,87156,407,11,490361,0.54,0,3,No
24,131888,722,25,439913,0.74,0,1,Yes
59,146381,334,3,369167,0.49,3,1,No
59,80263,343,18,388162,0.53,0,3,No
37,138996,715,15,119742,0.58,3,1,Yes
26,119252,584,25,474869,0.19,5,3,No
34,138632,746,11,486793,0.61,3,0,Yes
44,94855,817,0,293153,0.27,4,5,Yes
64,36575,326,22,389830,0.37,0,0,No
19,32204,526,20,115138,0.06,2,2,No
53,31952,724,3,123871,0.68,2,3,Yes
36,146610,667,8,24678,0.77,5,5,No
34,103323,609,6,41623,0.1,4,0,No
22,71142,404,9,18369,0.53,2,5,No
56,53872,317,12,433735,0.77,2,0,No
35,49376,504,7,229817,0.51,5,4,No
24,86084,342,19,366172,0.65,5,5,No
34,31640,388,9,374893,0.14,4,0,No
56,46437,456,27,210977,0.23,1,2,No
53,147129,565,9,47256,0.31,4,0,No
57,107681,433,7,242425,0.79,4,1,No
62,143450,763,19,346037,0.64,0,4,Yes
21,27903,431,14,96006,0.71,2,3,No
55,103704,333,0,89419,0.42,2,2,No
42,46863,382,26,399545,0.59,1,5,No
22,63381,431,14,97586,0.6,4,5,No
47,48548,727,23,396285,0.48,3,0,No
29,69956,503,16,298551,0.71,1,3,No
21,94526,635,12,124805,0.17,1,0,Yes
41,31467,796,11,449995,0.09,2,4,Yes
46,77954,741,2,83074,0.28,2,3,Yes
26,43901,557,22,417050,0.12,2,1,No
21,75983,591,18,52303,0.1,2,5,Yes
41,43301,424,28,112665,0.36,1,1,No
31,144686,474,23,231354,0.2,5,5,No
22,122542,791,4,306969,0.64,4,3,Yes
35,105180,379,2,344311,0.48,5,1,No
59,89903,604,20,193089,0.32,5,2,Yes
36,123955,809,4,48327,0.26,2,5,Yes
29,36204,643,23,74830,0.47,0,4,Yes
35,39755,390,27,309568,0.38,1,2,No
34,79817,468,8,457752,0.09,3,3,No
47,22093,633,5,378818,0.55,3,2,No
41,145022,535,15,88650,0.42,4,5,No
28,89537,698,9,471901,0.26,1,4,Yes
52,116319,776,15,183318,0.27,1,4,Yes
40,42940,834,2,65638,0.39,1,5,Yes
34,93346,387,17,497643,0.67,5,3,No
18,64040,552,10,421793,0.37,0,5,No
32,57322,657,18,168247,0.68,0,2,Yes
49,148714,357,24,386453,0.37,5,5,No
26,111544,698,22,199681,0.67,2,4,Yes
32,104437,820,14,119952,0.75,5,3,Yes
45,112969,824,10,380814,0.07,3,5,Yes
41,127001,716,26,351093,0.1,5,4,Yes
52,107725,692,24,63587,0.15,0,5,Yes
39,135784,521,28,401982,0.14,3,0,Yes
44,130675,628,30,306968,0.39,5,0,Yes
36,114266,671,21,293200,0.62,1,4,Yes
62,29236,810,23,13299,0.77,0,3,Yes
29,132073,452,9,303475,0.36,3,0,Yes
37,92597,779,26,193295,0.57,0,4,Yes
18,104124,319,8,442082,0.53,1,5,No
38,23902,527,2,394755,0.34,1,1,No
62,119656,645,22,143921,0.59,1,5,Yes
18,54364,318,8,149843,0.49,2,2,No
27,127071,743,17,296748,0.62,5,4,Yes
64,141668,667,11,404251,0.2,3,0,Yes
49,118983,446,22,478856,0.32,2,4,No
56,114410,803,20,462736,0.55,4,5,Yes
39,40096,729,23,78495,0.14,4,3,Yes
35,32020,739,15,8196,0.63,0,0,Yes
63,78473,497,3,317481,0.15,0,3,No
49,130400,586,0,41899,0.29,0,3,Yes
