Age,Monthly_Charges,Total_Charges,Tenure_Months,Number_of_Services,Support_Calls,Contract_Length,Payment_Delay_Days,Churn
21,78.66,7078.92,7,6,3,36,11,No
28,117.31,2569.26,69,5,8,24,8,No
61,137.29,8980.71,64,1,7,24,11,Yes
43,26.47,6844.24,2,7,5,1,23,Yes
54,88.13,8711.85,67,6,1,1,29,No
40,24.27,9586.57,9,2,8,36,15,No
46,80.89,1693.59,23,7,5,12,12,Yes
38,135.09,1417.58,14,6,7,36,2,Yes
65,67.01,8132.37,54,2,5,36,5,No
62,141.22,8728.2,45,6,4,36,13,Yes
62,101.98,6045.73,16,1,6,1,1,Yes
66,141.44,3977.01,72,6,3,24,21,No
44,118.43,6699.98,57,5,9,1,20,No
56,33.45,3403.81,8,6,10,24,30,Yes
57,50.05,2764.66,25,6,2,12,19,Yes
30,71.24,5137.38,41,7,10,12,2,No
40,42.11,2553.46,62,7,6,12,15,No
33,84.34,5095.18,18,2,1,24,7,Yes
47,81.28,9587.76,50,2,9,36,25,Yes
21,144.31,8477.95,41,6,2,24,5,No
57,76.38,9445.49,34,5,0,12,24,No
33,122.13,8160.13,12,2,10,36,2,No
48,142.45,3870.13,42,7,0,12,4,Yes
59,134.01,8214.43,55,5,1,24,3,No
42,47.13,9267.7,59,2,0,36,5,No
61,84.48,9496.84,51,1,1,24,1,No
29,65.21,6990.38,53,5,0,24,21,No
43,71.98,2507.98,9,1,2,24,2,No
54,66.9,877.43,3,1,8,36,7,Yes
65,127.43,1898.4,8,2,8,12,14,Yes
50,78.78,9672.7,59,7,7,12,9,No
45,88.08,4889.92,30,5,8,36,14,Yes
26,147.72,8622.37,67,3,3,1,25,Yes
29,27.8,4917.92,55,1,7,36,26,No
22,83.43,6777.77,34,7,10,1,30,Yes
69,120.63,729.34,43,1,4,24,5,No
45,39.65,2873.72,28,1,3,12,11,No
52,99.5,4644.56,37,2,3,24,7,No
22,51.13,6490.99,30,2,1,1,22,Yes
51,132.76,2129.45,71,1,9,36,5,No
63,62.52,7763.24,62,7,8,24,24,Yes
51,62.78,3961.84,29,6,8,36,26,Yes
30,97.77,8265.64,2,2,0,36,24,Yes
56,43.86,1430.71,57,2,3,1,25,No
59,57.04,6957.69,57,2,8,36,15,Yes
62,74.16,3286.62,42,4,3,1,25,Yes
65,65.97,8056.14,49,5,1,36,14,No
31,88.23,4320.62,57,7,1,36,19,No
28,97.95,6820.82,71,2,9,36,14,No
59,93.67,9375.9,18,4,8,12,7,Yes
55,105.04,695.95,70,4,10,36,18,Yes
21,60.01,605.61,27,2,3,24,13,No
50,36.44,7817.65,54,7,0,12,26,Yes
24,118.9,6640.73,24,6,0,1,20,No
58,130.6,3283.31,34,4,0,36,15,No
25,53.41,5196.77,22,3,7,1,11,No
54,72.92,898.39,63,4,0,24,2,No
68,84.81,2328.23,36,5,4,24,25,Yes
27,89.33,4532.72,61,4,8,24,19,No
60,105.73,8423.42,42,2,3,24,4,Yes
32,25.41,5056.84,33,7,10,36,12,No
55,113.79,6070.44,9,6,8,1,14,Yes
32,28.06,8800.66,25,1,4,1,7,Yes
22,80.88,3433.78,13,7,8,1,13,Yes
46,127.6,7156.64,47,7,1,12,25,No
36,78.66,8685.84,45,3,7,12,14,No
68,39.38,2424.85,5,4,6,36,23,Yes
27,148.05,3886.54,31,6,6,12,29,Yes
29,135.61,9808.2,31,3,2,24,18,Yes
21,120.27,9840.58,71,7,9,36,7,No
48,73.5,2620.68,41,7,1,36,9,No
35,43.9,1131.24,46,5,10,36,12,No
33,142.38,3073.76,52,7,9,1,3,Yes
57,89.21,4278.45,5,4,0,12,10,Yes
53,130.81,4689.55,12,4,0,24,1,Yes
42,64.47,6378.66,21,3,6,36,29,Yes
40,63.59,9045.28,9,4,8,24,18,Yes
29,148.12,3638.31,17,7,0,36,23,Yes
51,87.84,8574.85,24,4,9,24,27,Yes
53,38.29,1388.05,27,1,3,1,20,No
54,48.56,897.81,8,3,1,24,17,No
20,82.65,5288.43,44,2,7,12,22,No
26,25.52,1066.79,62,7,8,24,20,No
35,80.13,4228.65,29,2,2,36,5,No
60,74.46,9019.39,24,5,2,36,13,No
52,121.31,2794.09,34,1,6,1,17,Yes
51,66.14,7206.77,60,3,8,1,10,No
58,147.73,3372.47,31,3,6,36,6,No
31,43.5,926.74,4,1,6,36,14,Yes
21,96.83,5788.56,9,1,1,24,0,Yes
46,31.66,8431.11,54,5,10,36,25,Yes
58,115.4,4389.95,1,2,0,1,9,Yes
62,149.32,6364.29,61,6,1,1,20,No
67,126.49,9050.22,31,3,5,12,8,Yes
32,92.24,8002.1,45,6,9,12,22,Yes
45,83.02,2341.83,60,1,7,36,29,Yes
59,128.55,7467.15,42,3,7,24,15,Yes
33,141.68,5267.98,27,2,5,36,15,Yes
29,148.6,7586.68,58,3,1,1,24,Yes
69,71.55,5197.9,69,6,8,1,24,No
22,148.82,1715.6,34,3,9,1,16,Yes
51,40.27,5914.14,10,1,3,36,23,No
59,52.96,5175.27,66,1,4,36,11,No
18,31.57,5420.26,25,1,0,12,6,No
56,55.33,8849.57,3,2,8,1,26,Yes
49,119.83,9000.95,34,7,10,12,1,Yes
43,130.88,4808.6,71,7,10,1,2,No
34,121.26,4829.45,28,7,10,12,5,Yes
65,102.04,5394.28,9,4,9,36,26,Yes
44,86.82,5436.1,11,2,0,24,26,Yes
41,112.13,9528.68,39,1,6,24,18,Yes
52,70.81,6669.3,13,5,10,1,7,Yes
63,129.37,3135.84,11,3,8,36,3,Yes
59,108.03,5549.6,35,3,2,1,28,Yes
56,110.71,6458.62,8,6,1,12,6,No
43,89.67,6577.83,7,3,9,36,3,Yes
66,135.08,6059.92,69,7,7,12,17,Yes
55,52.76,2188.49,70,6,3,12,6,No
40,69.55,819.14,57,3,0,1,23,No
39,121.09,3709.51,35,5,7,12,0,No
21,84.06,4561.46,11,6,5,1,4,Yes
66,135.6,1087.14,38,1,5,12,9,Yes
26,65.03,8242.19,49,4,3,1,13,Yes
21,68.01,3768.74,35,7,5,12,23,No
24,135.54,9179.51,29,3,1,12,0,Yes
40,80.37,1966.9,41,6,5,12,11,No
19,87.1,1040.88,6,4,1,1,18,Yes
66,63.26,5082.0,10,6,5,36,1,Yes
41,55.97,2296.73,23,2,8,24,13,Yes
57,105.27,9405.29,46,2,6,24,2,No
48,35.58,597.88,12,7,3,1,18,Yes
64,134.31,4419.89,55,3,0,1,2,Yes
48,121.3,9304.1,13,1,8,24,12,Yes
64,44.8,4151.97,7,5,0,36,16,Yes
57,110.22,1384.54,12,6,4,36,2,Yes
65,98.34,3377.5,61,3,6,24,13,No
68,43.99,5231.1,25,2,9,12,1,Yes
60,55.52,2258.94,2,2,9,12,12,Yes
51,73.17,4932.34,26,6,5,1,8,Yes
41,110.9,8445.26,51,6,2,24,9,No
66,103.03,8789.87,69,6,10,24,7,Yes
43,89.19,967.98,62,7,7,1,28,Yes
33,119.89,2028.58,72,4,10,36,28,Yes
64,118.53,3115.26,39,5,6,36,21,Yes
30,100.32,6151.23,11,6,8,24,6,Yes
32,122.31,3929.45,64,7,0,12,29,No
44,63.45,8518.39,42,6,7,24,0,No
21,134.56,7308.38,10,3,3,24,22,Yes
33,99.94,1454.33,19,1,6,12,7,Yes
47,126.91,6433.3,4,4,6,24,30,Yes
61,91.02,1573.62,3,5,3,36,7,Yes
47,48.4,2922.84,14,4,7,36,5,Yes
53,90.51,2189.77,10,7,0,12,22,Yes
20,68.24,2144.09,6,6,4,36,26,Yes
39,110.67,6355.76,31,1,3,12,17,Yes
66,81.85,5854.25,31,6,3,12,3,Yes
39,128.69,2172.27,48,2,2,24,23,Yes
67,108.15,9906.64,9,7,0,12,10,Yes
67,108.99,4507.45,26,6,4,36,30,Yes
66,48.23,1422.16,2,3,7,36,19,Yes
29,147.95,1645.41,4,3,9,1,23,Yes
38,129.42,6046.99,6,7,5,36,25,Yes
21,122.57,9801.16,30,1,0,24,15,No
48,62.93,5933.54,55,6,4,12,29,No
61,89.63,9515.89,28,3,5,36,11,Yes
48,37.82,4719.26,61,3,8,1,3,No
40,90.0,4640.49,55,6,8,1,8,Yes
37,38.97,5250.07,36,4,4,12,0,No
32,91.89,7125.54,5,1,2,36,5,Yes
40,104.33,3992.35,29,7,5,36,0,No
45,70.73,8706.92,12,4,10,1,27,Yes
33,84.81,778.17,22,3,7,36,21,Yes
54,133.83,4677.76,59,7,10,36,19,No
38,34.11,5354.42,39,7,4,12,23,No
32,122.93,6266.81,2,6,7,36,28,Yes
34,42.2,3122.68,14,7,0,36,7,No
67,24.77,4561.06,10,5,7,1,12,Yes
54,44.12,5103.11,48,6,1,24,30,No
30,119.46,7025.64,64,5,6,36,24,Yes
36,72.67,7848.67,3,4,1,12,22,Yes
47,133.43,7509.36,72,2,2,1,28,No
62,88.21,3745.04,60,6,4,1,26,No
35,22.89,9994.78,68,2,9,12,28,Yes
31,113.17,8562.32,21,1,6,24,23,Yes
53,34.33,2970.22,19,5,8,36,28,Yes
53,122.62,2353.51,20,7,4,36,26,Yes
37,41.85,3483.2,58,5,10,12,18,No
69,64.91,4797.28,42,4,0,1,25,No
36,118.97,8582.59,10,7,10,12,19,Yes
62,144.05,7894.44,23,6,2,24,3,No
61,68.29,8586.84,12,3,4,1,21,Yes
24,127.82,3083.59,9,1,2,24,6,Yes
61,44.8,6137.88,29,4,7,24,24,Yes
21,124.93,3190.87,20,2,7,1,29,Yes
51,105.47,1535.72,65,6,10,24,25,Yes
19,45.06,6999.88,3,3,0,1,21,No
22,59.33,1858.48,8,7,7,24,17,Yes
27,37.13,6843.13,39,1,3,24,9,No
49,69.79,6655.66,64,6,10,1,30,Yes
59,46.47,8197.36,31,3,5,24,25,Yes
58,103.72,1825.77,72,2,9,24,22,No
30,149.29,7943.06,22,4,7,36,14,Yes
56,21.56,9993.13,5,4,1,24,12,Yes
22,90.32,8584.9,58,5,7,12,25,No
27,94.58,7642.21,63,6,6,24,29,Yes
27,138.85,6790.57,61,7,3,12,24,No
55,85.78,4506.92,52,4,4,1,23,Yes
44,90.68,7439.75,33,5,5,1,19,Yes
68,81.31,7379.69,22,4,2,36,17,No
38,54.96,6499.23,51,1,1,1,23,No
25,27.28,8064.64,11,6,1,12,21,Yes
18,73.13,4763.26,58,7,3,1,11,Yes
45,26.84,1651.9,50,2,6,1,14,No
66,91.56,5811.14,70,6,0,24,7,No
56,59.95,3017.91,17,6,0,12,10,No
31,89.37,4152.11,46,3,3,12,24,Yes
38,37.46,665.44,44,2,8,12,2,Yes
47,141.24,4136.51,57,2,4,1,23,Yes
38,136.29,8183.61,5,5,0,12,13,Yes
66,44.7,5655.86,39,5,2,1,25,Yes
26,64.65,593.11,58,1,10,1,7,Yes
34,99.75,4963.52,9,3,5,36,20,Yes
22,32.44,3268.79,23,4,2,36,5,No
48,66.09,5036.73,47,4,10,1,20,Yes
69,52.64,4344.58,36,2,5,1,21,Yes
57,139.02,9353.8,31,6,5,24,0,No
55,130.83,891.18,23,1,4,36,25,Yes
60,95.38,6994.09,56,6,9,12,9,No
36,87.65,8584.75,71,3,4,36,25,No
53,140.99,9612.77,46,4,8,36,1,Yes
67,141.22,2187.54,58,2,2,36,7,Yes
50,146.01,5547.4,36,1,10,12,13,Yes
30,36.3,914.1,68,3,9,1,0,No
31,40.87,5242.24,60,6,6,36,24,No
50,107.98,1691.85,14,2,3,36,6,Yes
46,90.39,8460.02,25,2,1,1,0,Yes
60,22.4,1581.77,71,7,9,1,29,Yes
66,28.06,5376.24,44,6,2,24,4,No
53,135.45,5450.41,46,1,2,36,17,No
61,132.95,9730.68,13,1,2,1,29,Yes
27,66.45,6722.32,62,1,2,12,26,Yes
48,135.84,3234.48,19,1,9,12,27,Yes
23,97.18,2787.59,12,3,5,24,16,No
18,124.77,1718.36,48,1,5,36,16,Yes
24,75.57,7686.89,33,1,10,1,29,Yes
44,34.74,7062.19,37,1,8,12,12,Yes
38,76.38,6293.83,6,7,7,24,20,Yes
45,79.45,887.98,43,3,9,36,3,Yes
33,91.62,7746.87,50,4,6,12,20,Yes
63,33.73,6597.93,46,2,1,24,21,No
40,148.88,9656.94,28,5,9,1,15,Yes
69,51.74,6078.42,67,6,1,12,16,No
37,45.81,3387.54,11,7,0,36,17,No
55,88.48,4124.45,20,2,6,12,1,Yes
42,89.84,2170.49,30,3,6,1,20,Yes
45,77.18,7367.68,36,6,0,1,11,No
22,120.35,7223.36,68,1,5,24,30,No
38,87.17,2406.18,36,3,10,1,9,Yes
35,99.26,2005.65,58,7,6,36,8,Yes
64,114.09,1231.55,28,7,0,36,22,No
23,23.25,9163.77,39,4,5,12,25,No
46,94.18,2714.16,66,5,9,12,3,No
36,134.95,3769.55,43,4,8,1,14,Yes
50,22.26,3164.79,5,1,0,1,20,Yes
18,72.67,4429.43,13,3,1,1,26,Yes
62,140.41,7283.46,9,3,1,1,22,Yes
20,65.91,8770.66,57,1,9,12,29,No
59,79.63,2234.69,27,1,2,36,9,No
38,147.6,7020.92,61,5,3,24,8,No
52,45.91,3849.34,50,4,6,12,27,Yes
58,28.48,9815.01,34,1,2,12,25,Yes
57,131.72,3339.73,65,1,6,36,6,Yes
20,132.9,568.33,45,4,4,24,10,No
42,81.37,5398.58,34,1,4,36,28,Yes
62,86.85,1931.95,8,6,6,1,1,Yes
55,128.65,922.7,48,5,6,24,19,Yes
62,116.01,7133.56,36,5,6,12,25,Yes
37,54.47,7456.46,66,7,8,1,28,No
69,22.2,4876.64,11,4,0,1,19,Yes
61,82.36,6930.41,52,7,0,1,29,No
62,131.66,5613.27,36,2,2,1,26,Yes
51,136.46,6483.11,31,5,5,1,24,Yes
38,144.31,6168.69,24,3,1,1,23,Yes
65,134.34,6825.32,21,3,8,24,15,Yes
40,95.41,2396.49,30,2,0,1,5,No
23,77.8,3052.71,72,5,4,24,7,No
68,120.73,4679.65,64,7,6,24,22,Yes
30,116.18,4738.22,39,1,9,36,23,Yes
66,89.96,7856.91,1,6,2,36,28,Yes
40,31.35,3990.24,42,2,1,24,30,No
26,140.39,2043.8,5,1,2,1,22,Yes
34,79.23,2888.93,12,6,6,36,17,Yes
19,67.23,2539.97,29,3,0,1,10,No
36,101.84,7450.77,3,6,7,1,27,Yes
36,107.6,4968.23,61,2,2,36,21,No
24,47.39,7231.99,51,5,4,36,3,No
59,128.8,4454.09,36,3,9,36,3,Yes
59,57.69,8952.49,2,5,10,1,30,Yes
37,44.27,9843.44,29,1,4,12,9,No
26,72.83,6863.5,41,5,5,12,21,No
34,114.97,8706.22,29,6,6,36,15,Yes
44,145.51,5325.37,64,2,10,1,23,Yes
64,125.21,9378.9,58,1,0,12,20,Yes
19,142.25,8400.07,10,2,5,36,29,Yes
53,38.28,9921.9,11,6,1,1,2,No
36,29.25,6419.39,7,1,9,1,11,Yes
34,92.5,7902.46,61,7,2,1,16,No
22,57.74,5657.25,66,7,4,1,4,No
56,127.65,2961.64,53,2,0,1,2,Yes
35,107.36,3870.17,65,3,6,1,15,No
24,146.19,8993.05,27,7,0,1,18,Yes
34,53.12,1031.51,7,2,7,36,3,Yes
56,83.15,6119.06,65,3,10,36,8,No
53,85.16,4038.6,58,6,5,24,3,No
57,51.09,4173.58,25,4,10,36,20,Yes
62,96.71,8903.43,48,5,0,36,9,Yes
21,77.63,8611.31,4,7,6,24,20,No
55,78.07,6189.0,8,1,9,36,30,Yes
42,67.16,3092.73,68,5,2,12,16,No
22,22.2,5016.84,60,6,6,12,15,No
47,87.87,4378.79,4,3,10,36,6,Yes
29,63.58,3859.37,8,7,7,36,14,No
21,20.17,1476.46,16,3,9,36,17,No
41,60.03,5659.58,19,3,2,36,5,Yes
46,56.22,3367.4,1,2,4,24,29,Yes
26,71.15,6777.68,34,5,9,24,14,No
21,37.14,3532.44,45,7,1,36,10,No
68,86.0,4596.05,63,3,1,36,19,No
41,110.02,997.42,6,4,0,24,30,No
31,101.92,9929.11,36,6,2,12,29,No
22,124.49,5322.3,66,3,3,1,4,No
35,78.76,730.26,8,7,2,36,15,Yes
59,87.48,5641.69,67,5,10,12,11,Yes
36,125.35,8768.36,27,3,7,1,20,No
29,75.6,7839.25,34,3,0,1,3,No
35,111.21,7158.61,28,1,4,12,29,Yes
34,76.5,1824.91,31,3,6,36,1,No
47,74.31,6748.5,17,5,8,1,27,Yes
41,118.83,7779.83,55,6,0,36,15,No
28,42.73,5937.98,9,1,8,36,7,Yes
52,64.02,8981.12,57,1,10,12,30,Yes
40,49.14,3131.4,45,3,8,24,30,Yes
34,66.68,2800.37,6,3,3,36,30,Yes
18,49.95,8760.91,14,4,9,24,16,Yes
32,95.32,6441.28,31,7,4,12,8,No
49,123.76,513.75,54,7,5,12,5,No
26,122.26,3854.75,11,5,3,12,3,Yes
32,67.39,8649.63,69,6,5,12,21,No
45,148.54,759.54,2,7,4,1,26,Yes
41,97.2,530.86,17,5,2,24,24,No
52,71.92,3171.96,36,2,2,12,12,No
39,128.62,9183.0,3,6,8,12,13,Yes
44,114.88,9064.04,63,2,4,36,11,Yes
36,117.41,5428.24,43,5,10,24,27,Yes
62,45.5,5755.75,33,3,2,12,24,No
29,80.88,3654.08,29,1,7,24,2,Yes
37,132.04,2815.5,23,4,7,24,28,Yes
18,85.52,8244.61,59,3,2,12,14,Yes
38,108.85,1509.8,49,6,6,1,14,Yes
66,96.43,5129.87,55,6,8,12,14,Yes
62,129.51,6526.77,28,1,2,1,14,Yes
18,56.99,1484.96,71,6,7,12,7,No
27,94.81,5436.27,72,5,0,1,16,No
64,36.02,5986.45,25,7,2,36,24,No
49,109.73,7553.71,7,6,3,24,22,Yes
56,115.16,2730.94,34,3,2,24,13,Yes
39,25.57,3286.61,22,6,8,12,25,Yes
35,107.85,5910.45,67,4,9,12,30,Yes
65,73.91,9839.7,50,7,4,1,22,Yes
63,36.13,2566.19,48,6,2,1,5,No
49,74.59,9866.09,72,7,2,1,16,No
44,45.25,7286.25,70,2,10,1,28,Yes
45,74.02,8347.78,57,1,1,1,1,No
35,69.96,1351.59,25,3,9,12,10,Yes
56,115.99,3353.99,66,4,5,24,15,Yes
66,120.65,1048.49,16,3,8,1,18,Yes
46,98.91,4029.7,58,5,6,24,16,No
35,22.95,9822.25,41,1,1,24,20,No
61,141.03,1500.09,51,5,8,12,26,Yes
25,109.21,5842.54,21,6,2,36,20,Yes
48,24.45,557.67,56,5,6,1,5,Yes
51,126.45,7270.49,47,6,9,1,13,Yes
24,46.03,2373.33,43,2,6,1,12,No
53,95.3,1731.05,31,5,3,1,22,Yes
35,80.66,3701.67,15,4,3,12,25,Yes
55,74.58,7824.92,48,1,1,36,24,No
26,135.66,1512.82,62,2,1,12,28,Yes
26,76.86,2683.47,70,7,1,1,6,No
63,29.79,580.41,3,3,10,1,12,Yes
25,143.06,9699.94,38,5,4,24,5,Yes
68,139.67,6125.38,58,3,2,24,28,No
52,108.98,7339.05,67,2,9,36,30,Yes
35,80.83,6688.14,45,3,6,1,24,Yes
22,32.07,1871.46,44,4,6,1,1,No
31,122.8,6151.93,8,2,5,36,21,Yes
45,29.81,1748.45,66,1,7,24,4,No
47,28.92,4311.75,71,1,10,24,11,No
21,89.86,5905.15,61,7,3,1,14,Yes
56,40.82,5809.37,17,1,8,24,5,No
37,21.0,1631.2,71,1,9,36,30,Yes
42,75.0,827.14,36,2,9,12,30,Yes
45,37.84,8083.23,68,2,4,24,25,No
29,40.87,7396.26,21,6,3,36,0,No
19,30.0,1277.28,46,2,2,1,10,No
60,46.66,1710.45,46,5,8,12,20,Yes
31,113.01,8979.55,16,6,3,36,11,Yes
39,125.16,7806.72,22,2,8,12,23,Yes
48,78.83,9963.52,6,2,10,24,2,No
40,85.85,2912.88,56,7,0,1,29,Yes
65,24.25,5134.13,45,2,4,24,18,No
37,29.01,2746.37,58,1,0,24,12,No
55,53.48,6416.6,28,4,8,36,28,Yes
21,90.71,1596.44,17,1,6,36,10,Yes
32,116.14,1708.81,36,6,9,24,22,Yes
41,98.65,1182.93,12,7,8,36,6,Yes
42,70.98,7089.07,50,4,4,36,11,No
18,35.38,5193.69,59,7,9,12,17,No
24,121.5,6368.45,12,4,8,24,28,Yes
48,67.29,8853.36,62,7,3,24,15,No
29,115.69,7533.12,40,4,2,36,7,No
59,86.69,4886.37,2,7,1,24,30,Yes
22,116.03,9851.38,25,6,3,24,20,Yes
61,137.95,4834.43,31,6,2,36,24,Yes
67,139.73,1568.28,47,1,8,1,12,Yes
59,89.56,9930.22,60,5,7,36,16,Yes
55,86.5,716.8,41,7,0,1,26,Yes
29,54.54,5723.89,50,3,1,1,3,No
56,141.65,3436.41,23,5,2,12,23,Yes
35,79.53,5283.75,12,1,5,1,8,No
19,36.59,5807.77,71,4,4,24,8,No
27,76.25,2780.91,22,3,10,36,9,No
32,36.52,5790.16,56,5,4,24,10,No
47,85.33,7682.58,16,7,5,1,0,Yes
61,92.97,3031.84,58,6,7,36,16,No
34,63.91,4142.55,72,7,0,36,6,No
21,29.31,3048.31,51,6,4,36,10,No
24,142.66,8295.32,6,2,5,36,12,Yes
58,120.54,7387.33,2,6,10,12,27,Yes
48,129.05,8776.37,62,5,9,12,5,Yes
68,67.69,2115.47,42,1,10,12,29,Yes
56,118.91,1199.01,43,3,5,36,22,Yes
51,83.1,1634.14,52,2,8,24,7,Yes
23,46.14,2029.67,58,7,9,1,26,No
67,36.18,5564.29,20,6,6,12,21,Yes
55,64.86,9723.66,56,6,3,24,9,No
62,37.88,3893.74,67,7,6,12,13,No
68,149.77,9605.83,59,3,6,12,25,Yes
51,26.39,862.91,48,3,10,1,11,No
61,77.35,9305.29,35,7,10,36,25,Yes
32,78.77,2220.95,8,5,5,24,22,Yes
31,59.08,9168.51,32,6,7,12,10,No
23,94.28,1034.16,45,4,7,36,6,Yes
67,39.5,9508.08,67,6,9,24,22,No
54,121.91,2407.58,27,5,5,12,12,Yes
67,63.22,3375.78,3,2,10,36,29,Yes
49,96.87,5163.95,57,1,1,1,1,No
20,113.03,4116.85,65,6,4,12,2,No
20,135.58,6841.52,20,5,0,36,25,Yes
39,128.65,9760.67,71,4,9,1,24,Yes
39,99.08,6261.05,41,4,9,36,0,No
27,70.49,7354.11,1,5,9,12,28,Yes
68,85.42,1336.05,4,2,10,1,23,Yes
20,119.94,6464.22,71,4,8,12,22,Yes
29,134.08,4811.57,10,4,3,36,5,Yes
46,33.49,8914.93,29,6,0,36,0,No
65,70.03,4188.01,15,6,2,12,24,Yes
34,120.9,6954.81,19,7,9,12,1,Yes
24,76.11,2667.46,58,2,1,24,9,No
30,63.19,2964.04,53,2,8,24,11,No
19,73.47,4073.16,46,2,6,12,4,No
21,98.37,3388.6,18,7,9,36,8,Yes
27,149.97,2911.85,3,2,9,36,11,Yes
56,84.09,971.85,70,5,5,36,7,No
41,47.1,8449.09,22,5,3,24,9,Yes
34,41.17,1110.86,55,3,10,36,30,No
69,25.51,8929.97,64,7,3,24,13,No
23,92.65,1691.92,41,3,6,36,19,Yes
36,90.79,1119.99,8,7,7,12,14,Yes
22,46.68,5848.55,65,3,3,36,7,No
49,110.39,5273.2,3,4,6,12,8,Yes
27,116.34,5166.73,29,2,2,12,27,No
26,53.68,5957.79,70,5,8,36,30,No
44,64.73,3227.04,18,5,2,24,26,Yes
30,148.76,6798.02,58,2,2,24,4,No
36,68.65,5272.82,1,3,9,24,0,Yes
38,118.9,3680.06,22,6,1,36,10,No
41,78.85,8351.76,23,7,2,12,21,Yes
55,123.13,7413.35,8,4,7,24,3,Yes
21,119.97,4239.3,29,5,1,24,5,No
41,106.81,8552.37,44,1,0,1,16,Yes
52,131.12,9242.45,62,4,4,36,3,No
20,142.1,5600.23,19,4,7,36,4,Yes
21,95.4,2542.05,59,3,5,36,21,No
54,50.87,9200.03,19,2,1,1,13,Yes
57,71.82,2300.06,22,7,8,12,20,No
65,118.58,960.02,68,7,3,12,17,No
52,104.61,3611.13,5,1,2,24,2,Yes
48,43.11,7406.18,5,3,3,1,20,No
61,26.66,9271.1,25,2,2,1,10,No
42,108.79,6554.21,24,7,7,12,14,Yes
57,52.64,9542.47,1,1,0,24,6,No
30,84.96,1377.52,28,6,0,36,3,No
21,117.08,1077.16,47,6,8,36,26,Yes
63,93.15,6239.82,60,5,6,36,5,Yes
31,30.83,9678.11,19,1,8,12,24,Yes
30,44.13,5275.85,14,3,2,36,9,No
44,48.51,989.39,70,1,2,24,6,No
23,53.52,2601.58,8,1,1,1,2,Yes
34,93.5,2825.53,37,1,1,24,14,No
53,85.52,3709.64,72,5,10,1,26,Yes
57,46.41,914.23,10,6,8,36,20,Yes
66,28.78,9096.48,67,6,1,1,24,Yes
52,42.29,5397.86,13,2,3,36,15,No
34,147.97,6873.84,39,1,10,1,20,Yes
58,80.91,1138.14,64,7,3,12,2,No
19,132.75,1014.1,30,4,8,12,23,Yes
30,130.34,6071.44,4,7,2,12,22,Yes
69,86.5,8929.31,45,3,9,24,11,Yes
19,111.87,5520.58,6,4,1,12,4,Yes
69,45.06,8839.28,16,7,2,1,4,No
45,109.49,8204.42,22,2,8,36,0,Yes
60,55.41,1220.61,21,3,4,12,23,Yes
43,128.17,2418.6,65,2,4,36,5,Yes
39,30.88,6748.25,30,7,6,1,14,Yes
64,120.51,4713.26,24,3,0,12,20,Yes
60,32.99,3261.65,64,6,9,24,12,No
20,134.55,4477.02,13,6,4,24,6,Yes
52,59.55,4729.4,26,4,8,1,17,Yes
29,105.07,9150.25,20,4,5,12,18,Yes
41,83.38,1482.85,61,7,7,12,24,Yes
22,67.62,3157.44,6,5,9,1,20,Yes
37,103.91,5606.87,43,7,7,24,5,No
56,143.18,7133.73,49,7,0,12,7,Yes
56,25.37,6491.05,9,7,7,12,29,Yes
30,139.45,9445.61,37,2,5,12,2,No
58,99.18,8058.28,16,4,3,36,16,Yes
62,124.95,5792.23,4,3,2,36,13,Yes
29,69.9,2539.49,32,1,4,24,28,Yes
30,81.34,4783.31,17,7,4,12,19,Yes
27,132.95,7087.13,41,1,6,24,13,Yes
50,73.93,8460.64,45,1,8,36,1,No
57,89.51,9617.49,16,5,10,36,24,Yes
33,22.63,6251.8,20,7,0,12,3,No
62,40.62,5505.73,42,4,8,24,8,Yes
52,103.42,668.07,10,2,2,1,22,Yes
20,113.21,1184.94,52,2,5,24,30,Yes
22,95.74,1983.0,60,7,5,1,15,No
43,38.63,1020.22,48,7,3,12,22,No
28,77.9,4308.2,23,5,1,36,0,No
24,66.16,3700.35,33,3,4,12,1,No
27,84.44,6554.86,25,6,2,36,22,Yes
59,133.14,5588.82,50,7,3,12,11,Yes
69,120.86,6161.72,70,4,5,1,15,Yes
51,30.92,4983.78,55,4,10,12,20,Yes
20,135.74,3138.5,68,3,6,24,22,Yes
25,81.33,9551.84,4,3,1,24,14,Yes
48,116.7,1320.89,28,4,10,1,18,Yes
28,38.21,9419.46,29,4,2,24,23,No
62,107.19,3456.76,48,1,6,1,19,No
24,50.72,5370.28,72,7,4,1,23,No
62,76.99,1534.0,13,7,3,36,5,Yes
19,22.19,1173.85,43,7,3,36,24,No
23,39.71,4580.68,9,2,8,12,21,Yes
58,31.97,7546.13,40,1,8,36,19,No
49,51.17,3058.97,46,1,9,1,18,No
37,33.0,5842.3,58,2,6,36,14,No
51,109.95,3147.18,56,5,0,24,29,No
67,23.78,4191.82,12,6,0,24,3,No
33,100.31,9111.24,25,5,2,12,15,Yes
42,38.29,8630.48,16,5,2,1,10,No
29,142.87,5402.17,51,5,6,12,6,Yes
24,141.3,2762.0,72,3,1,12,23,No
56,49.32,2335.25,53,1,7,36,1,Yes
34,99.87,9563.83,52,3,0,12,24,Yes
62,23.64,2425.81,67,7,10,36,6,No
28,141.13,8177.6,24,3,7,36,22,Yes
23,87.99,4005.22,14,2,8,12,28,Yes
