Age,Monthly_Charges,Total_Charges,Tenure_Months,Number_of_Services,Support_Calls,Contract_Length,Payment_Delay_Days,Churn
66,143.95,3070.76,18,5,0,24,7,Yes
31,67.93,3586.5,63,3,6,1,27,No
33,23.16,4857.19,47,3,3,36,9,No
42,103.84,13545.58,65,1,4,24,4,Yes
37,127.2,3798.88,32,5,9,36,17,Yes
27,130.25,1795.3,49,7,5,36,22,Yes
36,140.07,4944.51,72,5,4,24,15,Yes
58,84.21,10553.16,37,5,5,12,21,Yes
18,45.58,14914.42,50,7,0,36,21,No
46,145.66,7465.65,21,3,6,36,25,Yes
32,49.32,7567.16,19,7,5,12,8,No
65,93.61,3599.86,23,3,3,24,17,Yes
61,110.02,2841.0,30,4,6,36,13,Yes
57,21.7,2757.66,42,4,3,24,8,No
59,39.02,5023.14,39,6,4,36,30,No
23,132.68,6925.19,39,6,7,1,3,Yes
43,126.5,11178.6,43,2,2,24,0,Yes
26,26.01,1553.72,52,4,1,24,23,No
22,120.15,1096.75,34,6,7,36,21,Yes
36,111.03,5867.88,64,6,6,24,25,Yes
33,77.01,9674.53,60,7,3,12,22,No
26,120.02,8563.54,26,1,2,12,25,Yes
44,132.54,11147.27,34,2,2,12,1,Yes
51,129.83,592.82,49,2,10,24,10,Yes
57,133.79,2397.53,31,5,8,1,24,Yes
43,139.43,1170.2,63,1,4,36,12,Yes
52,39.68,3215.11,6,7,4,1,12,No
62,143.83,9081.16,53,1,9,36,20,Yes
68,97.87,9167.78,10,7,1,1,18,Yes
59,140.41,3202.39,52,6,3,24,22,Yes
33,142.95,6407.31,59,7,8,24,3,Yes
25,106.05,13252.09,34,7,2,12,5,Yes
50,34.23,3383.35,14,6,9,36,16,No
64,64.13,3758.46,19,1,9,12,26,Yes
56,82.39,1253.78,46,7,3,36,9,Yes
32,38.02,12484.8,40,4,1,36,30,No
26,67.7,2146.57,49,7,3,12,22,No
35,124.56,7189.46,35,2,8,24,9,Yes
18,45.24,4782.18,15,2,1,36,14,No
43,149.52,10307.33,40,7,4,24,27,Yes
20,22.02,10849.03,25,1,7,36,1,No
48,90.53,994.77,60,4,8,36,12,Yes
67,26.58,8353.52,9,7,7,12,16,No
57,105.74,3023.98,2,5,2,36,20,Yes
64,58.78,12420.8,70,5,10,24,6,No
42,97.45,1661.42,51,6,6,1,17,Yes
66,108.4,13930.63,56,4,9,1,20,Yes
32,80.06,3671.94,29,3,5,1,27,Yes
21,121.09,14736.19,10,1,1,36,29,Yes
52,103.04,12589.7,59,3,6,12,1,Yes
58,99.23,2932.14,60,1,10,12,27,Yes
30,23.83,1295.49,5,6,9,12,25,No
50,90.83,12280.22,6,4,3,24,2,Yes
39,97.42,6564.54,7,6,5,12,24,Yes
34,30.24,4694.14,70,3,4,12,28,No
44,88.99,8374.96,67,1,6,1,6,Yes
37,79.56,10792.08,10,1,1,12,29,Yes
64,112.31,8712.57,41,2,5,24,22,Yes
44,130.52,8445.45,25,2,1,1,30,Yes
20,96.99,12505.98,27,3,7,12,16,Yes
64,106.75,4541.99,7,2,6,24,4,Yes
25,65.92,8542.07,66,5,8,24,14,No
32,45.17,13482.82,36,2,4,1,19,No
20,127.81,1203.88,15,6,7,24,19,Yes
46,105.7,12704.08,68,7,5,24,29,Yes
46,51.17,2201.56,16,3,2,36,7,No
50,137.71,3409.98,18,7,4,36,23,Yes
50,65.29,1045.47,5,7,1,12,0,No
58,66.03,12303.52,63,1,8,36,23,No
23,64.52,14090.47,7,7,8,36,1,No
47,34.17,3746.06,44,3,4,1,29,No
26,58.62,9162.38,42,4,2,24,13,No
32,83.86,11268.28,28,6,6,36,14,Yes
18,104.77,6310.25,47,4,6,24,20,Yes
23,90.94,3459.56,8,6,0,24,30,Yes
43,106.66,4616.4,17,6,1,24,10,Yes
19,110.33,13129.1,32,2,7,24,18,Yes
58,146.4,4888.6,19,1,0,1,22,Yes
62,94.36,7223.26,12,5,7,36,11,Yes
69,22.91,1163.86,30,5,1,36,18,No
43,106.81,8759.49,55,2,8,1,2,Yes
26,68.53,2862.62,10,7,10,24,15,Yes
65,94.52,1838.96,8,3,7,24,10,Yes
59,75.22,4575.96,20,2,1,36,27,No
23,138.3,7351.87,18,7,10,12,28,Yes
55,43.57,6453.49,58,1,2,1,27,No
48,82.43,9763.64,66,6,4,1,1,No
55,107.94,9218.71,21,3,7,12,3,Yes
66,37.76,5352.17,49,2,6,12,0,No
58,31.38,5217.52,67,3,3,1,12,No
56,76.29,11245.01,31,2,5,12,2,Yes
31,38.64,5108.25,9,5,1,24,28,No
24,122.84,2591.51,11,1,5,12,7,Yes
52,34.32,2242.09,40,7,5,24,29,No
33,37.09,9392.67,54,1,4,24,2,No
36,51.16,5128.96,42,3,3,36,5,No
38,21.07,6328.3,69,4,4,1,0,No
55,28.56,3003.45,54,6,2,36,21,No
65,37.77,3702.19,18,4,4,24,16,No
37,95.75,11569.56,33,3,2,24,3,Yes
45,79.26,13365.03,2,5,3,24,8,Yes
45,121.03,10437.71,61,3,7,24,19,Yes
45,68.44,5064.71,46,2,1,12,9,Yes
20,96.94,6353.54,16,1,8,24,4,Yes
66,43.18,3557.47,45,3,0,24,1,No
51,124.39,7323.56,65,7,9,12,28,Yes
23,99.36,8906.95,66,7,8,12,28,Yes
39,111.02,4499.44,4,3,6,36,12,Yes
25,27.23,2048.74,26,5,5,12,29,No
69,128.27,14954.2,18,5,0,1,12,Yes
21,67.77,12801.86,68,4,4,12,16,No
21,80.7,9381.41,10,1,9,24,21,Yes
41,49.32,4335.0,38,6,3,36,25,No
32,128.44,3055.88,58,3,6,24,8,Yes
66,93.46,4084.14,2,4,4,1,12,Yes
56,23.08,8211.61,51,4,2,12,1,No
61,27.41,3291.65,35,5,5,1,18,No
36,24.1,3575.14,26,7,2,36,16,No
44,33.81,13547.87,52,5,1,1,28,No
32,140.78,3334.94,26,7,3,1,27,Yes
55,127.06,5928.77,18,6,6,12,1,Yes
27,70.1,12080.21,40,1,8,24,19,No
68,60.76,14942.8,37,3,1,12,4,No
45,47.99,7770.08,61,6,5,36,17,No
36,127.47,784.88,61,4,3,12,24,Yes
20,135.27,5813.39,19,5,2,36,10,Yes
56,135.73,4804.25,10,4,0,24,23,Yes
48,82.89,10080.2,32,2,9,12,8,Yes
63,113.29,10679.03,58,7,8,12,23,Yes
19,100.66,9486.7,66,1,10,12,7,Yes
37,63.72,10581.85,26,5,8,24,18,No
68,61.3,2074.36,31,2,9,12,25,Yes
53,106.5,7128.24,41,5,4,36,0,Yes
23,45.57,7933.3,1,2,5,1,21,No
43,53.51,7362.07,23,7,9,36,20,No
19,134.35,12407.68,68,1,6,24,2,Yes
32,43.49,3940.77,70,4,2,12,16,No
18,73.09,3283.11,20,5,4,36,23,Yes
48,96.51,12899.95,72,7,1,1,20,Yes
62,26.67,13692.51,16,4,8,12,23,No
20,143.82,8814.87,48,2,4,1,28,Yes
18,139.57,1576.25,70,2,3,1,6,Yes
50,138.69,5231.49,3,4,3,36,13,Yes
48,30.81,9762.62,48,4,0,36,10,No
60,21.96,5466.76,28,3,10,12,22,No
33,39.48,10074.69,28,7,3,24,23,No
66,85.27,10422.96,61,7,1,36,3,No
33,63.66,1838.76,2,5,5,36,25,No
38,132.05,8367.15,22,1,8,1,20,Yes
61,137.59,9887.49,28,7,2,36,1,Yes
50,75.6,3016.79,68,3,2,24,29,No
47,118.68,2409.45,43,1,4,1,9,Yes
37,61.96,6144.35,72,3,9,36,1,No
69,138.94,8636.35,47,1,5,24,22,Yes
20,40.13,11822.06,59,2,6,36,1,No
35,115.07,14502.14,63,1,10,36,1,Yes
26,132.96,4958.57,45,6,5,36,14,Yes
53,86.03,14525.2,6,7,0,1,16,Yes
62,52.27,12696.27,64,3,6,12,25,No
47,131.94,14788.47,1,1,8,12,21,Yes
41,130.25,5550.14,57,4,4,24,15,Yes
53,136.39,12190.26,52,5,6,12,9,Yes
55,141.13,10569.57,26,7,2,36,2,Yes
63,75.93,9807.64,15,3,5,24,6,Yes
39,58.24,14582.77,36,2,2,24,30,No
60,41.72,14599.06,46,3,0,12,12,No
58,93.22,4481.09,40,5,1,12,8,Yes
32,25.6,6781.06,63,5,8,12,13,No
45,24.98,2605.88,15,3,9,1,25,No
53,64.7,986.08,13,5,0,24,12,No
64,50.97,2778.31,25,7,8,36,6,No
54,124.79,4254.78,1,3,6,24,28,Yes
24,24.13,9625.73,33,5,7,36,23,No
25,128.98,11092.54,14,7,3,12,28,Yes
20,111.51,2154.02,40,2,7,1,27,Yes
32,115.63,6512.14,65,1,0,24,24,Yes
66,22.49,6147.34,6,2,5,1,21,No
60,131.31,13557.99,61,7,2,24,13,Yes
46,104.18,1525.49,65,5,9,1,29,Yes
39,72.59,11214.49,49,3,1,24,18,No
66,95.31,8488.4,34,1,7,24,26,Yes
41,137.44,8911.92,32,3,9,12,2,Yes
20,62.14,10023.69,53,4,1,36,14,No
62,117.51,7286.44,23,3,5,1,1,Yes
25,124.94,10718.33,39,5,10,24,15,Yes
50,86.75,12596.6,46,6,5,1,5,Yes
47,143.05,5738.23,51,2,0,12,17,Yes
67,124.31,14363.33,35,4,8,36,30,Yes
44,41.52,13101.0,47,7,6,12,30,No
61,101.37,635.65,1,4,0,1,3,Yes
54,62.68,10468.87,23,2,10,24,12,Yes
43,119.55,1194.99,72,7,3,24,6,Yes
22,124.97,12568.5,2,6,9,12,1,Yes
45,75.12,5148.3,32,2,1,24,5,No
27,134.24,8196.3,56,6,0,24,28,Yes
38,70.82,8835.12,38,5,2,36,22,Yes
63,135.15,9852.61,11,5,3,12,0,Yes
58,74.81,12515.07,61,7,4,12,0,No
49,39.98,6970.89,55,6,1,1,13,No
34,42.45,2568.37,50,6,9,12,28,No
29,78.17,2827.72,19,6,8,36,27,Yes
18,59.55,8980.47,70,1,1,12,16,No
51,106.51,6140.35,21,3,6,1,3,Yes
26,81.35,3557.73,45,4,0,12,27,Yes
55,111.01,10352.32,1,1,1,24,24,Yes
40,31.46,9757.18,58,7,4,36,2,No
18,55.43,13113.07,21,3,3,12,4,No
41,112.06,10857.52,66,4,3,1,16,Yes
52,112.58,3204.93,56,5,6,36,24,Yes
25,76.25,14503.48,9,5,5,12,29,Yes
62,99.75,2677.22,52,2,10,36,17,Yes
61,144.05,11351.6,6,5,1,12,18,Yes
21,100.68,3512.44,26,6,9,1,28,Yes
55,35.63,12554.61,12,3,4,12,18,No
35,94.72,7517.0,43,3,8,12,17,Yes
56,26.98,1900.41,72,3,8,1,20,No
69,68.49,6998.55,61,2,1,12,9,No
39,53.25,6866.37,70,6,5,12,0,No
38,146.93,5866.75,37,2,9,36,29,Yes
65,24.56,5716.04,56,1,1,36,16,No
27,89.59,5630.13,7,4,0,24,10,Yes
46,130.08,7622.05,28,3,2,12,29,Yes
34,69.35,6456.29,18,6,0,36,17,Yes
28,138.43,11138.81,9,2,4,36,8,Yes
33,143.83,569.83,71,2,1,12,24,Yes
56,136.97,13687.0,12,2,3,24,2,Yes
66,142.7,2423.44,16,2,5,24,0,Yes
29,74.79,3634.53,29,5,3,1,8,No
64,58.18,8204.17,37,7,10,1,28,No
32,31.84,3278.19,20,5,6,1,0,No
69,124.0,8281.6,13,2,2,12,14,Yes
33,56.01,6948.5,22,4,1,1,22,Yes
47,123.74,10543.63,59,5,10,12,3,Yes
27,42.61,13594.79,19,5,4,12,2,No
18,23.55,4853.46,31,1,2,1,9,No
65,122.46,3382.14,65,5,8,12,17,Yes
58,39.78,1941.33,16,1,4,24,3,No
18,122.72,3145.24,61,6,0,36,26,Yes
61,134.38,13630.0,33,6,9,24,25,Yes
51,41.79,2932.91,34,2,7,1,5,No
35,132.65,6079.3,22,7,3,36,21,Yes
64,142.39,579.53,2,2,7,24,30,Yes
62,27.59,13866.82,23,4,3,12,27,No
45,46.67,3304.75,66,3,1,24,16,No
39,121.4,1487.74,49,3,4,36,17,Yes
58,108.25,10839.14,53,7,10,36,24,Yes
19,143.79,2192.44,29,2,8,12,8,Yes
21,68.73,7082.43,59,4,3,36,8,No
37,105.57,2888.78,43,1,9,1,28,Yes
63,52.17,13784.05,38,7,7,1,24,No
36,64.4,4267.92,47,1,7,1,27,Yes
50,110.02,2666.13,51,1,7,12,12,Yes
47,123.1,13252.22,68,6,7,12,17,Yes
64,68.52,6822.0,18,2,3,1,29,Yes
18,47.3,5592.6,71,2,3,36,2,No
27,56.07,2523.02,62,1,4,36,15,No
28,23.93,8981.71,22,2,3,36,22,No
42,100.33,5328.66,26,1,9,36,10,Yes
35,100.11,11070.96,44,2,9,36,1,Yes
44,43.91,14483.83,30,1,4,36,6,No
60,46.89,6341.68,26,6,3,24,29,No
35,88.66,1787.2,4,1,1,36,25,Yes
27,130.04,1987.41,70,3,2,24,3,Yes
57,86.39,5958.96,57,7,10,24,28,Yes
35,20.82,1688.08,69,2,10,12,3,No
49,40.04,7728.73,20,1,2,1,28,No
19,86.98,1521.65,71,1,0,36,10,Yes
51,24.67,1775.75,27,6,1,24,8,No
21,29.59,14360.49,16,7,5,12,10,No
38,133.43,8966.89,68,5,4,12,17,Yes
21,146.19,13938.15,34,3,5,12,7,Yes
32,65.12,11300.22,63,4,5,12,16,No
48,51.5,11629.77,2,5,2,24,21,No
43,148.05,1943.81,20,5,5,12,28,Yes
19,108.0,2911.81,61,2,8,12,6,Yes
63,59.75,6989.3,72,7,9,36,7,No
38,35.25,7734.12,38,4,6,36,12,No
65,142.24,8830.4,71,1,7,36,5,Yes
47,110.74,5281.18,63,1,10,12,7,Yes
24,86.75,13933.49,63,5,5,1,26,Yes
53,121.3,14853.29,56,3,6,12,7,Yes
55,79.65,12652.87,54,1,1,12,15,Yes
53,44.75,8323.22,35,2,6,36,30,No
53,22.07,11427.96,61,4,0,12,20,No
60,73.86,8418.95,67,4,5,36,24,Yes
63,149.1,9270.56,67,3,0,36,28,Yes
67,83.25,1482.37,48,5,0,1,29,Yes
63,91.12,9870.94,72,3,7,24,2,Yes
31,149.05,5719.25,45,7,0,1,17,Yes
38,74.28,6503.6,16,3,5,24,21,Yes
51,103.97,8723.41,55,7,5,1,0,Yes
69,32.34,5870.29,32,2,0,24,20,No
60,65.55,1428.17,27,6,1,12,19,No
62,51.37,3054.33,23,7,7,12,19,No
36,97.78,6517.94,63,2,7,12,12,Yes
21,43.04,2592.47,13,4,7,1,30,Yes
19,96.04,8567.97,3,1,0,1,3,Yes
32,128.76,7547.13,17,5,6,12,5,Yes
47,69.43,3226.68,57,5,7,12,19,No
24,138.47,1058.49,45,6,5,1,15,Yes
36,93.43,14458.08,59,4,6,36,12,Yes
20,146.77,1462.67,71,6,10,24,22,Yes
45,33.17,3650.41,44,4,0,36,15,No
60,136.81,11193.2,71,2,5,36,26,Yes
44,78.56,10629.83,14,2,10,1,8,Yes
65,83.29,2968.63,39,5,4,24,30,Yes
48,105.52,9610.16,64,5,10,24,11,Yes
64,120.54,10775.58,7,7,2,36,11,Yes
48,29.97,4554.64,27,1,8,36,1,No
39,67.27,4901.36,26,2,9,1,6,Yes
24,119.13,9509.18,37,6,9,1,5,Yes
46,87.05,10752.34,1,4,7,24,4,Yes
38,62.58,12443.1,22,3,6,36,20,Yes
58,131.22,14833.4,29,5,2,1,26,Yes
27,98.63,7523.67,34,2,4,12,29,Yes
54,59.21,1128.32,25,2,2,1,23,No
25,133.98,2169.4,63,6,8,36,9,Yes
48,114.37,11810.27,65,6,8,36,24,Yes
69,72.19,8975.42,2,7,8,12,29,Yes
67,98.85,4667.71,62,3,7,1,3,Yes
56,124.44,6939.64,63,1,4,1,28,Yes
23,35.44,3631.52,31,3,6,24,12,No
64,119.93,3771.49,71,2,5,36,12,Yes
68,54.08,2349.99,44,6,7,24,20,No
69,70.08,14503.53,3,4,9,1,19,Yes
64,45.57,13234.56,37,6,8,1,26,No
42,63.69,14818.17,44,7,1,36,7,No
19,104.96,13541.24,24,6,10,36,23,Yes
65,132.87,4245.94,43,1,5,24,29,Yes
67,123.57,8942.28,43,7,1,1,8,Yes
23,140.67,12801.07,4,4,9,1,16,Yes
19,86.42,3129.05,66,6,5,36,9,No
26,149.19,1799.13,16,6,6,12,29,Yes
30,80.1,1289.99,27,3,3,12,24,Yes
23,140.62,2765.9,70,3,2,24,0,Yes
59,40.14,6673.11,54,7,2,12,24,No
46,32.65,1499.32,47,2,1,1,29,No
23,60.49,8186.15,25,5,4,12,30,No
54,41.3,14403.3,35,6,7,12,8,No
33,95.24,12457.51,59,3,4,24,22,Yes
21,88.02,1659.75,35,2,9,24,20,Yes
66,135.0,3541.67,22,5,3,12,13,Yes
26,106.28,12376.15,38,5,8,1,13,Yes
36,48.03,3858.76,28,4,5,1,4,No
30,71.01,11338.67,4,5,5,24,21,Yes
22,122.15,4424.37,20,3,6,24,12,Yes
34,62.12,5955.32,17,7,2,24,10,No
66,145.28,4948.67,40,7,0,36,0,Yes
20,21.16,3004.28,52,7,2,1,0,No
25,44.45,9936.15,8,3,5,12,25,No
54,20.77,3044.92,30,7,3,36,28,No
69,74.59,10252.32,45,6,4,1,30,Yes
18,137.14,4323.51,39,6,8,12,20,Yes
65,42.55,6567.23,7,4,6,1,23,No
57,76.82,8633.0,23,6,8,24,4,Yes
19,38.11,4611.39,57,2,8,12,4,No
18,71.25,13597.38,4,3,5,36,16,Yes
38,41.48,14839.86,60,3,4,12,9,No
38,21.26,13384.61,59,6,2,36,4,No
41,99.17,13025.91,18,2,6,12,7,Yes
38,35.24,4232.37,32,7,7,36,25,No
58,97.29,3793.71,43,2,8,12,14,Yes
31,138.17,5286.2,41,6,10,12,8,Yes
32,36.36,7829.22,71,4,5,36,3,No
30,25.29,3721.52,6,2,2,12,10,No
36,118.8,9148.29,28,4,6,36,6,Yes
51,96.5,4584.59,39,3,5,36,29,Yes
54,124.81,11755.26,11,6,5,36,29,Yes
44,119.96,5320.75,72,6,6,1,12,Yes
56,44.3,5113.19,28,2,1,24,23,No
65,82.72,5765.33,11,7,9,1,11,Yes
36,95.48,7833.5,53,5,0,36,18,Yes
24,73.14,2200.13,64,6,10,1,4,No
36,104.95,13433.81,47,4,0,12,13,Yes
31,126.2,3382.9,52,5,10,12,12,Yes
30,97.6,1018.41,47,6,8,12,1,Yes
30,122.24,8369.83,40,5,0,12,7,Yes
19,55.99,6954.52,29,3,0,24,21,No
52,94.14,2305.39,51,7,4,36,10,Yes
36,64.75,3391.26,39,5,3,1,25,No
39,50.35,7821.05,55,7,8,24,13,No
63,146.34,14949.53,60,7,6,36,2,Yes
37,109.67,1696.4,12,5,3,24,26,Yes
59,35.14,969.78,33,7,3,12,12,No
60,115.17,10402.72,34,6,3,12,7,Yes
51,128.06,13550.02,28,7,8,24,24,Yes
60,78.57,3622.66,17,1,7,24,6,Yes
32,111.39,8389.54,1,1,6,24,17,Yes
54,138.56,4908.18,60,1,3,36,5,Yes
69,149.86,8560.49,39,2,4,12,18,Yes
68,91.5,644.59,42,1,4,24,29,Yes
27,101.51,5092.23,71,6,2,12,11,Yes
28,71.23,4373.65,59,5,5,36,30,No
23,117.36,4141.8,39,2,5,36,5,Yes
23,55.28,4047.14,65,4,9,24,27,No
52,66.82,14045.23,11,1,6,12,27,Yes
50,105.84,10236.64,24,4,8,1,14,Yes
45,127.81,6444.92,39,2,3,12,3,Yes
65,140.84,9517.25,8,3,0,36,27,Yes
50,39.18,10897.92,67,3,0,12,17,No
61,134.81,9886.0,51,3,5,1,28,Yes
25,119.99,12995.41,10,3,10,1,29,Yes
46,33.6,8383.64,59,1,4,36,12,No
41,120.62,2827.41,63,2,8,1,26,Yes
33,41.44,14060.06,37,5,0,1,16,No
33,108.66,10393.37,7,1,10,24,5,Yes
19,51.06,12138.81,20,7,9,36,28,No
36,64.44,7102.88,68,2,5,12,7,No
28,57.07,5871.03,39,3,8,12,22,No
31,55.67,13114.56,34,7,10,24,20,No
49,70.5,4352.89,70,1,4,1,18,No
55,119.46,9007.49,17,3,2,24,7,Yes
50,147.94,10901.4,32,4,5,1,4,Yes
26,109.51,7755.32,18,7,7,1,28,Yes
57,44.84,2595.09,20,3,0,12,13,No
41,147.8,1038.83,13,5,6,1,25,Yes
69,71.54,8415.76,47,2,2,24,5,No
48,106.87,4067.52,2,4,10,12,16,Yes
66,60.47,11311.66,42,3,6,36,9,No
62,72.73,12736.01,4,7,3,12,2,No
26,105.64,11677.66,7,6,3,1,17,Yes
22,123.46,6932.54,21,3,4,36,3,Yes
54,49.31,1268.23,46,2,6,12,12,No
44,23.73,13043.78,29,5,0,24,15,No
33,90.06,6693.15,71,3,9,36,6,Yes
61,55.32,6314.2,38,3,0,1,24,No
67,100.67,7573.09,6,3,6,24,14,Yes
31,34.14,14230.59,49,3,10,12,6,No
69,142.15,11019.26,60,4,2,36,9,Yes
42,63.38,8063.84,52,5,2,24,20,No
22,96.57,7480.42,72,6,7,1,7,Yes
54,121.48,3266.3,31,7,9,24,26,Yes
33,116.06,10538.8,15,4,3,1,10,Yes
37,80.58,8547.8,23,7,10,36,30,Yes
19,25.42,11430.38,37,5,8,1,24,No
30,94.66,2975.55,49,5,10,12,7,Yes
39,79.49,5075.57,13,1,1,36,8,Yes
37,40.45,9768.13,44,7,7,24,20,No
52,75.56,5283.67,66,1,9,12,9,Yes
54,70.5,12666.37,44,3,3,24,17,No
21,27.08,10083.93,48,4,9,1,14,No
51,125.31,1705.15,20,5,2,24,4,Yes
37,127.3,10690.47,7,7,8,12,26,Yes
27,135.92,1587.82,52,6,4,24,27,Yes
18,117.83,12800.23,58,1,10,1,25,Yes
47,138.14,9032.96,23,1,3,1,7,Yes
29,121.97,743.68,32,6,6,12,12,Yes
20,32.16,14325.73,24,7,9,36,14,No
32,144.11,4584.1,71,2,10,1,29,Yes
59,93.96,11227.4,26,6,4,12,3,Yes
41,66.17,13089.25,25,1,0,1,22,No
44,89.92,2837.9,15,3,4,24,13,Yes
64,33.22,1861.84,39,1,7,1,21,No
64,47.01,4920.69,62,7,4,36,22,No
18,111.67,9921.13,28,1,6,12,17,Yes
63,66.03,6572.15,72,5,10,24,13,No
51,20.57,5230.9,42,5,10,1,30,No
31,55.64,6698.3,30,5,2,12,28,No
46,67.87,1887.77,35,4,0,12,27,Yes
38,96.45,4532.21,44,2,4,1,1,Yes
44,79.53,3821.47,27,4,3,1,10,Yes
39,97.4,6872.32,64,6,3,1,14,Yes
28,97.92,14480.94,14,1,3,12,28,Yes
54,132.43,13947.63,1,2,1,1,27,Yes
36,58.04,9484.97,55,3,7,1,28,No
36,25.18,12042.72,39,2,2,1,11,No
24,130.3,10456.11,42,7,1,12,30,Yes
29,132.82,1974.47,48,4,10,12,8,Yes
69,43.51,12060.33,6,4,9,24,9,No
67,24.5,14761.37,41,5,6,24,11,No
26,69.68,5997.51,45,5,7,1,18,No
34,110.98,3134.8,5,2,7,24,10,Yes
25,79.47,14184.55,41,2,0,36,15,Yes
67,33.89,2439.33,21,1,10,1,23,No
18,133.82,9936.65,24,7,3,36,7,Yes
30,20.77,5106.68,28,1,6,36,11,No
62,78.14,8099.11,42,6,1,12,20,No
24,137.96,13657.32,66,7,9,12,22,Yes
20,76.62,6896.11,23,1,8,1,9,Yes
36,54.42,5306.7,51,1,5,1,17,No
67,84.52,9174.26,15,6,10,24,2,Yes
18,121.83,4705.85,24,3,10,1,28,Yes
69,76.0,4764.92,72,7,4,36,29,Yes
40,135.8,8691.87,29,2,4,24,22,Yes
44,137.36,9653.6,43,3,1,1,28,Yes
21,64.83,9419.19,10,7,1,36,7,No
42,149.95,9088.62,37,7,0,36,17,Yes
57,117.46,10534.98,33,4,7,1,25,Yes
58,142.7,1936.8,64,1,9,1,12,Yes
54,149.22,3136.52,43,5,1,1,16,Yes
22,38.76,14268.23,30,2,2,12,9,No
69,49.77,5455.65,6,2,10,36,23,Yes
58,101.96,6497.58,58,3,10,1,9,Yes
37,129.54,11480.38,16,3,3,1,10,Yes
35,138.65,7369.25,12,2,6,1,13,Yes
25,106.03,7503.65,21,2,10,1,20,Yes
61,76.45,3491.81,65,6,0,12,2,No
56,117.51,4321.08,71,2,7,36,4,Yes
64,146.64,11423.34,12,2,0,1,12,Yes
29,37.17,4480.99,35,4,2,24,19,No
51,59.41,7135.72,44,2,1,12,2,No
48,129.07,9400.82,10,2,9,36,22,Yes
29,87.45,4213.02,23,3,9,12,26,Yes
58,111.03,3212.18,51,1,0,36,3,Yes
43,37.13,6779.16,28,3,4,1,13,No
68,34.5,11638.82,53,5,1,36,27,No
46,106.29,12989.51,10,6,0,12,10,Yes
29,134.75,5375.99,41,7,6,24,12,Yes
60,112.17,3648.72,30,3,6,24,22,Yes
69,81.81,7719.0,23,6,9,12,22,Yes
42,55.02,10545.67,16,4,7,36,17,No
62,23.8,7557.0,26,5,9,12,11,No
34,69.42,9144.67,57,3,3,24,14,No
48,36.0,14135.93,5,6,8,24,0,No
69,82.19,12603.48,11,5,0,36,18,Yes
38,96.14,5632.55,43,6,9,12,1,Yes
35,147.22,7169.72,40,4,6,36,21,Yes
49,45.25,5022.97,26,4,2,1,20,Yes
57,99.07,13894.39,72,4,5,1,13,Yes
46,58.9,7262.64,20,1,8,12,1,No
18,33.17,6700.2,15,7,7,24,23,No
53,138.45,3772.47,51,5,4,24,2,Yes
53,136.95,6809.54,56,3,3,1,25,Yes
39,95.96,12581.64,68,1,1,24,13,Yes
45,44.28,14636.97,66,6,3,12,20,No
40,144.44,3762.57,29,5,1,1,7,Yes
27,22.97,12715.82,31,4,5,1,19,No
25,147.31,6519.99,23,2,2,36,17,Yes
59,29.57,3918.08,33,6,7,24,5,No
45,69.07,13087.17,22,6,8,1,21,Yes
51,77.13,1445.07,19,7,8,36,20,Yes
30,47.92,11310.93,25,7,3,1,14,No
40,59.36,8117.47,4,1,1,1,10,Yes
47,138.48,14486.6,26,1,0,24,7,Yes
36,26.16,14136.54,16,7,9,36,17,No
61,93.98,9666.39,61,6,4,24,24,Yes
68,98.48,9479.83,21,2,1,12,22,Yes
41,73.7,9257.49,57,1,0,24,12,No
39,148.12,10824.78,20,7,8,36,17,Yes
50,40.25,13430.88,14,5,3,24,8,No
55,122.68,3692.22,69,7,10,24,2,Yes
45,64.65,746.59,43,1,8,36,23,No
28,133.66,13806.31,19,5,10,36,20,Yes
33,144.08,9204.82,38,4,1,1,6,Yes
44,70.67,1616.76,13,5,8,1,5,Yes
25,69.43,13541.08,39,6,1,36,12,No
68,40.5,6496.03,38,5,6,36,24,No
52,43.02,13109.71,20,7,10,12,20,No
57,42.16,10124.23,54,1,4,36,27,No
42,94.47,1612.33,12,3,8,36,18,Yes
41,136.04,6069.58,12,2,0,24,1,Yes
23,32.08,1445.09,25,6,0,24,13,No
29,140.03,3636.85,18,7,8,24,9,Yes
44,86.77,12936.15,72,5,0,12,29,Yes
65,86.21,11928.04,44,5,1,24,22,Yes
46,117.59,9625.96,5,6,2,36,1,Yes
38,26.23,4782.18,25,6,1,24,30,No
33,88.43,13113.16,38,2,5,36,1,Yes
69,121.93,14865.25,63,4,6,24,11,Yes
25,60.04,887.21,14,6,8,36,30,Yes
68,51.44,8935.86,69,1,0,24,19,No
35,32.63,9455.18,40,2,5,12,15,No
19,111.14,2911.79,57,2,3,12,29,Yes
36,94.35,12018.85,44,7,8,1,2,Yes
19,136.81,13358.02,64,3,0,12,10,Yes
45,139.45,2282.3,6,1,8,12,4,Yes
43,96.37,12303.38,67,5,3,12,22,Yes
58,116.62,12548.23,9,2,8,36,7,Yes
54,23.69,12847.39,72,6,6,12,17,No
25,21.11,7099.43,7,2,3,24,10,No
69,127.31,10256.49,43,3,5,24,23,Yes
20,73.52,7627.54,67,7,2,12,26,No
35,64.1,7824.95,29,4,5,1,12,No
22,49.23,6916.81,39,5,7,12,22,No
20,131.63,1628.99,33,4,7,12,20,Yes
